,0,1,2,country
2,5.40,"Boutinot ‘Les Cerisiers’, Côtes Du Rhône Rosé",https://www.i-d-s.com/dubai/boutinot-les-cerisiers-c-tes-du-rh-ne-ros-fr4241.html,france
3,14.80,Boutinot Cairanne 'Les Six',https://www.i-d-s.com/dubai/boutinot-cairanne-les-six-fr4245.html,france
4,12.55,"Ferraton Père &amp; Fils Crozes-Hermitage Rouge ""Calendes"" Bio",https://www.i-d-s.com/dubai/ferraton-p-re-fils-crozes-hermitage-rouge-calendes-bio-fr4248.html,france
5,14.55,"Ferraton Père &amp; Fils Saint-Joseph Rouge ""La Source""",https://www.i-d-s.com/dubai/ferraton-p-re-fils-saint-joseph-rouge-la-source-fr4249.html,france
6,32.61,Cave De Tain 'Les Arènes Sauvages'&nbsp;Cornas,https://www.i-d-s.com/dubai/cave-de-tain-les-ar-nes-sauvages-cornas-fr4253.html,france
7,27.85,"A. Ogier &amp; Fils Châteauneuf-Du-Pape Rouge ""Clos De L'Oratoire""",https://www.i-d-s.com/dubai/a-ogier-fils-ch-teauneuf-du-pape-rouge-clos-de-l-oratoire-fr4254.html,france
8,59.85,"Ferraton Père &amp; Fils Ermitage Rouge ""Les Méal"" Bio",https://www.i-d-s.com/dubai/ferraton-p-re-fils-ermitage-rouge-les-m-al-bio-fr4256.html,france
9,7.80,"Gérard Bertrand Languedoc Montpeyroux ""An 1070"" Ao",https://www.i-d-s.com/dubai/g-rard-bertrand-languedoc-montpeyroux-an-1070-ao-fr4279.html,france
10,7.75,"Démon De L'Évêque, Corbières Blanc",https://www.i-d-s.com/dubai/d-mon-de-l-v-que-corbi-res-blanc-fr4284.html,france
11,16.40,"Château Fabre Gasparets, Corbières-Boutenac [Organic]",https://www.i-d-s.com/dubai/ch-teau-fabre-gasparets-corbi-res-boutenac-organic-fr4286.html,france
0,11.05,"Château Bel Evêque, Corbières",https://www.i-d-s.com/dubai/ch-teau-bel-ev-que-corbi-res-fr4287.html,france
1,11.90,"Domaine De Villemajou, Corbières Boutenac",https://www.i-d-s.com/dubai/domaine-de-villemajou-corbi-res-boutenac-fr4288.html,france
2,14.40,"Château Bel Evêque ""Cuvée Cardinal"", Corbières",https://www.i-d-s.com/dubai/ch-teau-bel-ev-que-cuv-e-cardinal-corbi-res-fr4290.html,france
3,18.85,"Château D'Esclans, The Palm By Whispering Angel",https://www.i-d-s.com/dubai/ch-teau-d-esclans-the-palm-by-whispering-angel-fr4314.html,france
4,26.00,"Château Minuty ""Cuvee D'Or"" Côtes De Provence Aoc",https://www.i-d-s.com/dubai/ch-teau-minuty-cuvee-d-or-c-tes-de-provence-aoc-fr4316.html,france
5,31.75,"""M"" De Minuty Magnum (1.5L)",https://www.i-d-s.com/dubai/m-de-minuty-magnum-1-5l-fr4318.html,france
6,8.55,"Château Tirecul, 'Ulma' Blanc, Vin De France",https://www.i-d-s.com/dubai/ch-teau-tirecul-ulma-blanc-vin-de-france-fr4322.html,france
7,15.00,Domaine Wiehlé Gewurztraminer Grand Cru Sporen,https://www.i-d-s.com/dubai/domaine-wiehl-gewurztraminer-grand-cru-sporen-fr4329.html,france
8,26.64,Château Enclos Haut-Mazeyres,https://www.i-d-s.com/dubai/ch-teau-enclos-haut-mazeyres-fr4330.html,france
9,3.80,Les Boriettes Merlot,https://www.i-d-s.com/dubai/les-boriettes-merlot-fr4333.html,france
10,4.95,Château Moulin De Carsac By Christophe Gualco,https://www.i-d-s.com/dubai/ch-teau-moulin-de-carsac-by-christophe-gualco-fr4334.html,france
11,7.80,"Domaine Durieu, Ventoux",https://www.i-d-s.com/dubai/domaine-durieu-ventoux-fr4340.html,france
0,8.80,Domaine Wiehlé Vieilles Vignes Riesling,https://www.i-d-s.com/dubai/domaine-wiehl-vieilles-vignes-riesling-fr4402.html,france
1,54.10,Louis Jadot Nuits-St-Georges,https://www.i-d-s.com/dubai/louis-jadot-nuits-st-georges-fr4410.html,france
2,9.20,Chateau La Gordonne Verite Du Terroir Rouge,https://www.i-d-s.com/dubai/chateau-la-gordonne-verite-du-terroir-rouge-fr4331.html,france
3,19.45,Château De Plaisance Coteaux De Layon 1Er Cru Chaume,https://www.i-d-s.com/dubai/ch-teau-de-plaisance-coteaux-de-layon-1er-cru-chaume-fr4021.html,france
4,22.58,"Chateau Feret Lambert Bordeaux Superieur, Magnum (1.5L)",https://www.i-d-s.com/dubai/chateau-feret-lambert-bordeaux-superieur-magnum-1-5l-fr1182.html,france
5,78.85,Beau Joie Brut Champagne ,https://www.i-d-s.com/dubai/beau-joie-brut-champagne-cp1028.html,france
6,34.55,Paul Jaboulet Aine “Les Jalets” Crozes Hermitage “Blanc”,https://www.i-d-s.com/dubai/paul-jaboulet-aine-les-jalets-crozes-hermitage-blanc-fr1159.html,france
7,6.10,"Domaine de Gagnebert Les Chailloux, Cabernet d'Anjou",https://www.i-d-s.com/dubai/domaine-de-gagnebert-les-chailloux-cabernet-d-anjou-fr1155.html,france
8,17.65,Les Alexandrins Cotes du Rhone Blanc 'Terrasses de L'Eridan',https://www.i-d-s.com/dubai/les-alexandrins-cotes-du-rhone-blanc-terrasses-de-l-eridan-fr1167.html,france
9,22.85,Macon Rouge Maison Antoine Geoffroy,https://www.i-d-s.com/dubai/macon-rouge-maison-antoine-geoffroy-fr1187.html,france
10,"2,607.50","2008 Château Calon Segur, 3ème Cru Classé, Saint-Estèphe",https://www.i-d-s.com/dubai/2008-ch-teau-calon-segur-3-me-cru-class-saint-est-phe-fw1066.html,france
11,"2,254.00","2016 Chateau Léoville Barton, Saint -Julien",https://www.i-d-s.com/dubai/2016-chateau-l-oville-barton-saint-julien-fw1124.html,france
0,20.65,"Louis Jadot Côte de Nuits Villages ""Le Vaucrain""",https://www.i-d-s.com/dubai/louis-jadot-c-te-de-nuits-villages-le-vaucrain-fr1143.html,france
1,29.65,"Chateau Fleur La Mothe, Medoc Cru Bourgeois",https://www.i-d-s.com/dubai/chateau-fleur-la-mothe-medoc-cru-bourgeois-fr1161.html,france
2,21.85,"Clos Magne Figeac, Saint Emilion",https://www.i-d-s.com/dubai/clos-magne-figeac-saint-emilion-fr1163.html,france
3,54.50,"Pauillac de Haut-Batailley, Pauillac",https://www.i-d-s.com/dubai/pauillac-de-haut-batailley-pauillac-fr1164.html,france
4,27.30,Domaine Millet Sancerre Blanc,https://www.i-d-s.com/dubai/catalog/product/view/id/12598/s/domaine-millet-sancerre-blanc-fr1166/category/483/,france
5,13.95,Chateau Feret Lambert Bordeaux Superieur,https://www.i-d-s.com/dubai/chateau-feret-lambert-bordeaux-superieur-fr1181.html,france
6,14.00,"Chateau Turcaud, Entre deux Mers Blanc AOC",https://www.i-d-s.com/dubai/chateau-turcaud-entre-deux-mers-blanc-aoc-fr1222.html,france
7,25.00,Domaine JM Lafont Brouilly “Les Roches”,https://www.i-d-s.com/dubai/domaine-de-bel-air-brouilly-fr1152.html,france
8,69.90,Moët &amp; Chandon Brut Impérial Rosé,https://www.i-d-s.com/dubai/mo-t-chandon-brut-imp-rial-ros-cp1012.html,france
9,76.70,Veuve Cliquot Rich,https://www.i-d-s.com/dubai/veuve-cliquot-rich-cp2023.html,france
10,38.00,Gremillet Sélection Brut,https://www.i-d-s.com/dubai/gremillet-s-lection-brut-cp1006.html,france
11,62.20,Taittinger Brut Réserve,https://www.i-d-s.com/dubai/taittinger-brut-r-serve-cp1010.html,france
0,82.75,Veuve Cliquot Rich Rosé,https://www.i-d-s.com/dubai/veuve-cliquot-rich-ros-cp2027.html,france
1,97.90,Veuve Clicquot Vintage Rosé,https://www.i-d-s.com/dubai/veuve-clicquot-vintage-rose-cp2029.html,france
2,27.15,"Domaine Heimbourger Les Terres Blanches, Chablis",https://www.i-d-s.com/dubai/domaine-heimbourger-les-terres-blanches-chablis-fr1148.html,france
3,70.10,Louis Roederer Brut Premier,https://www.i-d-s.com/dubai/louis-roederer-brut-premier-cp2042.html,france
4,105.75,Taittinger Cuvée Prestige Rosé,https://www.i-d-s.com/dubai/taittinger-cuv-e-prestige-ros-cp2050.html,france
5,118.60,Laurent-Perrier Rosé,https://www.i-d-s.com/dubai/laurent-perrier-ros-cp1002.html,france
6,268.20,Krug Grande Cuvee Brut,https://www.i-d-s.com/dubai/krug-grande-cuvee-brut-cp1061.html,france
7,19.20,Domaine Wiehlé Engelreben Riesling,https://www.i-d-s.com/dubai/domaine-wiehl-engelreben-riesling-fr1217.html,france
8,90.80,Ruinart Rosé,https://www.i-d-s.com/dubai/ruinart-rose-cp1062.html,france
9,89.80,Veuve Clicquot Rosé,https://www.i-d-s.com/dubai/veuve-clicquot-ros-cp1017.html,france
10,30.65,Champagne Gosset Reserve Brut,https://www.i-d-s.com/dubai/champagne-gosset-reserve-brut-cp4011.html,france
11,23.85,"Jacquart Rosé Mosaic, With Gift Box",https://www.i-d-s.com/dubai/jacquart-ros-mosaic-with-gift-box-cp4003.html,france
0,138.50,Moët &amp; Chandon Brut Impérial Magnum (1.5L),https://www.i-d-s.com/dubai/mo-t-chandon-brut-imp-rial-magnum-cp1013.html,france
1,143.50,"Bollinger La Grande Année, With Gift Box",https://www.i-d-s.com/dubai/bollinger-la-grande-ann-e-with-gift-box-cp4001.html,france
2,82.45,"Bollinger Rosé, With Gift Box",https://www.i-d-s.com/dubai/bollinger-ros-with-gift-box-cp4000.html,france
3,63.80,Laurent-Perrier Brut,https://www.i-d-s.com/dubai/laurent-perrier-brut-cp1001.html,france
4,37.55,"Chateau Bellegrave Les Charmes, Pauillac",https://www.i-d-s.com/dubai/chateau-bellegrave-les-charmes-pauillac-fr1236.html,france
5,15.75,"Chateau Lassalle Le Bergey, Graves",https://www.i-d-s.com/dubai/chateau-lassalle-le-bergey-graves-fr1176.html,france
6,16.70,Chateau Lassalle Le Pigeonnier Graves Bordeaux,https://www.i-d-s.com/dubai/chateau-lassalle-le-pigeonnier-graves-bordeaux-fr1177.html,france
7,16.80,"Chateau de Mazerolle La Gravelière Peyronne, Graves",https://www.i-d-s.com/dubai/chateau-de-mazerolle-la-graveli-re-peyronne-graves-fr1237.html,france
8,20.84,"Chateau Mancèdre Le Trettin, Pessac Leognan",https://www.i-d-s.com/dubai/chateau-manc-dre-le-trettin-pessac-leognan-fr1238.html,france
9,19.35,Château Vitallis Saint-Véran,https://www.i-d-s.com/dubai/ch-teau-vitallis-saint-v-ran-fr1147.html,france
10,20.55,"Domaine Heimbourger Les Terres Blanches, Chardonnay",https://www.i-d-s.com/dubai/domaine-heimbourger-les-terres-blanches-chardonnay-fr1149.html,france
11,15.35,"Chateau Cailleteau-Bergeron Hauts de Bergeron, Blaye Cotes de Bordeaux Blanc",https://www.i-d-s.com/dubai/chateau-cailleteau-bergeron-hauts-de-bergeron-blaye-cotes-de-bordeaux-blanc-fr2591.html,france
0,24.80,"Chateau Lalande de Pez, Saint-Estèphe",https://www.i-d-s.com/dubai/chateau-lalande-de-pez-saint-est-phe-fr2593.html,france
1,11.95,"Domaine Coulange Cuvée Bergoïata, Cotes du Rhone",https://www.i-d-s.com/dubai/domaine-coulange-cuv-e-bergo-ata-cotes-du-rhone-fr1169.html,france
2,31.00,"Chateau Laborde, Lalande de Pomerol",https://www.i-d-s.com/dubai/chateau-laborde-lalande-de-pomerol-fr1235.html,france
3,34.67,"Domaine Faury, Condrieu",https://www.i-d-s.com/dubai/domaine-faury-condrieu-fr1156.html,france
4,60.50,"Gervais Gobillard Prestige Blanc, Champagne",https://www.i-d-s.com/dubai/gervais-gobillard-prestige-blanc-champagne-cp1050.html,france
5,96.25,"Bollinger Special Cuvée Brut, in individual Gift Box",https://www.i-d-s.com/dubai/bollinger-special-cuv-e-brut-in-individual-gift-box-cp1000.html,france
6,63.35,"Fernand &amp; Laurent Pillot Chassagne Montrachet 1er Cru ""Vide Bourse""",https://www.i-d-s.com/dubai/fernand-laurent-pillot-chassagne-montrachet-1er-cru-vide-bourse-fr1215.html,france
7,24.80,"Cave De Tain Crozes-Hermitage ""Sans Sulphites"" Exploration",https://www.i-d-s.com/dubai/cave-de-tain-crozes-hermitage-sans-sulphites-exploration-fr1219.html,france
8,96.85,"La Chablisienne Chablis Grand Cru, Chateau Grenouille",https://www.i-d-s.com/dubai/la-chablisienne-chablis-grand-cru-chateau-grenouille-fr1223.html,france
9,90.85,Veuve Clicquot Vintage Réserve Blanc,https://www.i-d-s.com/dubai/veuve-clicquot-vintage-r-serve-blanc-cp1018.html,france
10,7.05,Bellefontaine Sauvignon Blanc,https://www.i-d-s.com/dubai/bellefontaine-sauvignon-blanc-fr1003.html,france
11,21.90,Domaine Wiehlé Seidenfaden Gewurztraminer,https://www.i-d-s.com/dubai/domaine-wiehl-seidenfaden-gewurztraminer-fr1218.html,france
0,7.80,Baron Philippe de Rothschild Sauvignon Blanc,https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-sauvignon-blanc-fr1005.html,france
1,9.85,Baron Philippe de Rothschild Chardonnay,https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-chardonnay-fr1006.html,france
2,7.80,Baron Philippe de Rothschild Viognier,https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-viognier-fr1007.html,france
3,10.55,L’Ormarine Duc de Morny Picpoul de Pinet,https://www.i-d-s.com/dubai/l-ormarine-duc-de-morny-picpoul-de-pinet-fr1008.html,france
4,295.95,"Dom Pérignon Vintage, in individual Gift Box",https://www.i-d-s.com/dubai/dom-p-rignon-vintage-in-individual-gift-box-cp1014.html,france
5,7.05,Bellefontaine Grenache Rosé,https://www.i-d-s.com/dubai/bellefontaine-grenache-ros-fr1010.html,france
6,25.05,M de Minuty Rosé,https://www.i-d-s.com/dubai/m-de-minuty-ros-fr1014.html,france
7,30.50,Whispering Angel Rosé,https://www.i-d-s.com/dubai/whispering-angel-ros-fr1016.html,france
8,26.85,"Chateau Canon Saint-Michel (Organic) L'Authentique, Canon Fronsac",https://www.i-d-s.com/dubai/chateau-canon-saint-michel-organic-l-authentique-canon-fronsac-fr1232.html,france
9,77.70,"Domaine Ott Rosé, Château Romassan",https://www.i-d-s.com/dubai/domaine-ott-ros-ch-teau-romassan-fr1017.html,france
10,99.60,"Château Minuty ""281"" Rosé",https://www.i-d-s.com/dubai/ch-teau-minuty-281-ros-fr1018.html,france
11,6.80,Bellefontaine Merlot,https://www.i-d-s.com/dubai/bellefontaine-merlot-fr1020.html,france
0,7.05,Bellefontaine Malbec,https://www.i-d-s.com/dubai/bellefontaine-malbec-fr1021.html,france
1,31.60,"Chateau Gravet Renaissance, Grand Cru Saint-Emilion",https://www.i-d-s.com/dubai/chateau-gravet-renaissance-grand-cru-saint-emilion-fr1229.html,france
2,8.15,Baron Philippe de Rothschild Merlot,https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-merlot-fr1023.html,france
3,13.35,"Chateau Pradeau-Mazeau Cuvée Prestige, Bordeaux Blanc",https://www.i-d-s.com/dubai/chateau-pradeau-mazeau-cuv-e-prestige-bordeaux-blanc-fr2590.html,france
4,8.15,Baron Philippe de Rothschild Cabernet Sauvignon,https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-cabernet-sauvignon-fr1024.html,france
5,7.80,Baron Philippe de Rothschild Syrah,https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-syrah-fr1025.html,france
6,8.15,Baron Philippe de Rothschild Pinot Noir,https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-pinot-noir-fr1026.html,france
7,12.75,"Chateau Pineraie Tradition Malbec, Cahors",https://www.i-d-s.com/dubai/ch-teau-pineraie-cahors-malbec-fr1027.html,france
8,14.50,Cave de Turckheim Gewurztraminer,https://www.i-d-s.com/dubai/cave-de-turckheim-gewurztraminer-fr1028.html,france
9,15.60,Cave de Turckheim Riesling Vieilles Vignes,https://www.i-d-s.com/dubai/cave-de-turckheim-riesling-vieilles-vignes-fr1029.html,france
10,24.90,Cave deTurckheim Grand Cru Riesling,https://www.i-d-s.com/dubai/cave-deturckheim-grand-cru-riesling-fr1032.html,france
11,11.90,Baron Philippe de Rothschild' Mouton Cadet Blanc,https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-mouton-cadet-blanc-fr1033.html,france
0,19.00,"Baron Philippe de Rothschild, Mouton Cadet Reserve Graves Blanc",https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-mouton-cadet-reserve-graves-blanc-fr1034.html,france
1,8.10,Château Bel Air Bordeaux Superieur,https://www.i-d-s.com/dubai/ch-teau-bel-air-bordeaux-superieur-fr1036.html,france
2,8.05,Schröder and Schÿler Chartron La Fleur Rouge,https://www.i-d-s.com/dubai/schr-der-and-sch-ler-chartron-la-fleur-rouge-fr1037.html,france
3,25.30,Chateau Lange Réglat,https://www.i-d-s.com/dubai/chateau-lange-r-glat-dw1010.html,france
4,168.73,"Gervais Gobillard Brut, Champagne",https://www.i-d-s.com/dubai/gervais-gobillard-brut-champagne-cp1025.html,france
5,10.30,Château Buisson Redon,https://www.i-d-s.com/dubai/ch-teau-buisson-redon-fr1038.html,france
6,16.00,"Château de Fontenille, Bordeaux Rouge",https://www.i-d-s.com/dubai/ch-teau-de-fontenille-bordeaux-rouge-fr1039.html,france
7,12.85,Baron Philippe de Rothschild Mouton Cadet Rouge,https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-mouton-cadet-rouge-fr1040.html,france
8,13.10,"Château de Haux Rouge, Premières Côtes de Bordeaux",https://www.i-d-s.com/dubai/ch-teau-de-haux-rouge-premi-res-c-tes-de-bordeaux-fr1041.html,france
9,14.35,"Baron Philippe de Rothschild, Mouton Cadet Heritage Rouge",https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-mouton-cadet-heritage-rouge-fr1042.html,france
10,10.70,Schröder and Schÿler Private Réserve Medoc,https://www.i-d-s.com/dubai/schr-der-and-sch-ler-private-r-serve-medoc-fr1043.html,france
11,13.40,Château Roc de Ségur,https://www.i-d-s.com/dubai/ch-teau-roc-de-s-gur-fr1044.html,france
0,61.25,"Gervais Gobillard Prestige, Champagne Rosé",https://www.i-d-s.com/dubai/gervais-gobillard-prestige-champagne-rose-cp1026.html,france
1,16.40,"Baron Philippe de Rothschild, Reserve Mouton Cadet Medoc",https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-reserve-mouton-cadet-medoc-fr1045.html,france
2,24.05,Château Amour,https://www.i-d-s.com/dubai/ch-teau-amour-fr1046.html,france
3,18.55,"Chateau de Hauterive Chemin de Compostelle Hauts de Vire, Cahors",https://www.i-d-s.com/dubai/chateau-de-hauterive-chemin-de-compostelle-hauts-de-vire-cahors-fr1216.html,france
4,21.80,"Château Macquin, Saint-Georges-Saint-Émilion, Bordeaux",https://www.i-d-s.com/dubai/ch-teau-macquin-saint-georges-saint-milion-bordeaux-fr1049.html,france
5,60.85,"Chateau Durfort-Vivens,'Vivens', Margaux",https://www.i-d-s.com/dubai/chateau-durfort-vivens-vivens-margaux-fr1053.html,france
6,44.05,"Chateau Le Coteau Cuvée Graveline, Margaux",https://www.i-d-s.com/dubai/chateau-le-coteau-cuv-e-graveline-margaux-fr1233.html,france
7,24.39,Château Lalande,https://www.i-d-s.com/dubai/ch-teau-lalande-fr1056.html,france
8,13.15,Chateau Haut-Bastor Les Grandes Vignes Bordeaux Moelleux Blanc,https://www.i-d-s.com/dubai/chateau-haut-bastor-les-grandes-vignes-bordeaux-moelleux-blanc-fr1221.html,france
9,14.35,La Chablisienne Bourgogne Chardonnay,https://www.i-d-s.com/dubai/la-chablisienne-bourgogne-chardonnay-fr1059.html,france
10,19.95,Louis Jadot Mâcon Villages Blanc,https://www.i-d-s.com/dubai/louis-jadot-m-con-villages-blanc-fr1061.html,france
11,108.65,Domaine Chanson Chassagne-Montrachet,https://www.i-d-s.com/dubai/domaine-chanson-chassagne-montrachet-fr1066.html,france
0,211.30,"Meursault 1er Cru Les Charmes ,Xavier Monnot",https://www.i-d-s.com/dubai/meursault-1er-cru-les-charmes-xavier-monnot-fr1069.html,france
1,22.80,"La Chablisienne Chablis ""La Pierrelée""",https://www.i-d-s.com/dubai/la-chablisienne-chablis-la-pierrel-e-fr1115.html,france
2,36.80,"Chablis, Jean-Marc Brocard",https://www.i-d-s.com/dubai/chablis-jean-marc-brocard-fr1071.html,france
3,54.25,Piper-Heidsieck Cuvée Brut,https://www.i-d-s.com/dubai/piper-heidsieck-cuv-e-brut-cp1009.html,france
4,43.60,"La Chablisienne Chablis 1er Cru ""Beauroy""",https://www.i-d-s.com/dubai/la-chablisienne-chablis-1er-cru-beauroy-fr1072.html,france
5,40.75,"La Chablisienne Chablis 1er Cru ""Vaillons""",https://www.i-d-s.com/dubai/la-chablisienne-chablis-1er-cru-vaillons-fr1073.html,france
6,81.95,Domaine Chanson Nuits Saint Georges,https://www.i-d-s.com/dubai/domaine-chanson-nuits-saint-georges-fr1079.html,france
7,56.00,"Gevrey Chambertin , Vallet Frères",https://www.i-d-s.com/dubai/gevrey-chambertin-vallet-fr-res-fr1080.html,france
8,11.45,Vouvray Demi Sec Les Coteaux Tufiers,https://www.i-d-s.com/dubai/vouvray-demi-sec-les-coteaux-tufiers-fr1086.html,france
9,12.50,Domaine Pré Baron Touraine Sauvignon Blanc,https://www.i-d-s.com/dubai/domaine-pr-baron-touraine-sauvignon-blanc-fr1087.html,france
10,13.45,"Chateau du Grand Plantier Caupos, Loupiac Blanc",https://www.i-d-s.com/dubai/chateau-du-grand-plantier-caupos-loupiac-blanc-fr2592.html,france
11,52.35,de Ladoucette Pouilly Fumé,https://www.i-d-s.com/dubai/baron-de-ladoucette-pouilly-fum-fr1095.html,france
0,14.50,Pierre Sourdais Chinon Tradition,https://www.i-d-s.com/dubai/pierre-sourdais-chinon-tradition-fr1099.html,france
1,8.30,Patrice Armand Côtes du Rhône La Chapelle de Marin,https://www.i-d-s.com/dubai/patrice-armand-c-tes-du-rh-ne-la-chapelle-de-marin-fr1103.html,france
2,50.75,"Chateau de Vaudieu,‘Grand Vin’, Châteauneuf-du-Pape Rouge",https://www.i-d-s.com/dubai/chateau-de-vaudieu-grand-vin-ch-teauneuf-du-pape-rouge-fr1113.html,france
3,10.00,Cavalier de la Méditerranée Merlot IGP Pays d'Oc,https://www.i-d-s.com/dubai/cavalier-de-la-m-diterran-e-merlot-igp-pays-d-oc-fr2597.html,france
4,552.90,"Dom Pérignon Vintage Rosé, in individual Gift Box",https://www.i-d-s.com/dubai/dom-p-rignon-vintage-ros-in-individual-gift-box-cp1015.html,france
0,7.95,"NV Método Tradicional Brut, Kaiken, Mendoza, Argentina",https://www.i-d-s.com/dubai/nv-m-todo-tradicional-brut-kaiken-mendoza-argentina-sw4059.html,argentina
1,5.60,Trivento Reserve Chardonnay,https://www.i-d-s.com/dubai/trivento-reserve-chardonnay-ag4000.html,argentina
2,4.60,Bodega Norton Finca la Colonia Chardonnay,https://www.i-d-s.com/dubai/bodega-norton-finca-la-colonia-chardonnay-ag4002.html,argentina
3,7.40,Bodega Norton Finca La Colonia Colección Sauvignon Blanc,https://www.i-d-s.com/dubai/bodega-norton-finca-la-colonia-colecci-n-sauvignon-blanc-ag4003.html,argentina
4,3.80,Zuccardi Fuzion Chardonnay,https://www.i-d-s.com/dubai/zuccardi-fuzion-chardonnay-ag4004.html,argentina
5,6.95,Zuccardi Valles Chardonnay,https://www.i-d-s.com/dubai/zuccardi-valles-chardonnay-ag4005.html,argentina
6,4.85,Zuccardi Vida Organica Bonarda,https://www.i-d-s.com/dubai/zuccardi-vida-organica-bonarda-ag4011.html,argentina
7,4.75,Kaiken Terroirs Series Vistaflores Malbec/Bonarda/Petit Verdot,https://www.i-d-s.com/dubai/kaiken-terroirs-series-vistaflores-malbec-bonarda-petit-verdot-ag4013.html,argentina
8,7.25,Kaiken Terroir Series Cabernet Sauvignon/Malbec/Petit Verdot,https://www.i-d-s.com/dubai/kaiken-terroir-series-cabernet-sauvignon-malbec-petit-verdot-ag4015.html,argentina
9,15.05,Altos Las Hormigas Malbec Clásico Magnum (1.5L),https://www.i-d-s.com/dubai/altos-las-hormigas-malbec-cl-sico-magnum-1-5l-ag4019.html,argentina
10,15.25,Kaiken Ultra Malbec Magnum (1.5L),https://www.i-d-s.com/dubai/kaiken-ultra-malbec-magnum-1-5l-ag4026.html,argentina
11,7.60,"Kaiken Ultra Cabernet Sauvignon, Lujan de Cuyo",https://www.i-d-s.com/dubai/kaiken-ultra-cabernet-sauvignon-lujan-de-cuyo-ag4016.html,argentina
0,8.45,"Kaiken Ultra Merlot, Lujan de Cuyo",https://www.i-d-s.com/dubai/kaiken-ultra-merlot-lujan-de-cuyo-ag4017.html,argentina
1,4.75,"Kaiken Terroirs Series Vistaflores Cabernet Sauvignon/Malbec/Petit Verdot ,Valle De Uco",https://www.i-d-s.com/dubai/kaiken-terroirs-series-vistaflores-cabernet-sauvignon-malbec-petit-verdot-valle-de-uco-ag4014.html,argentina
2,18.45,"Altos Las Hormigas Malbec Reserve,Valle de Uco",https://www.i-d-s.com/dubai/altos-las-hormigas-malbec-reserve-valle-de-uco-ag4020.html,argentina
3,11.10,"Colomé Lote Especial ""Finca Colomé"" Tannat, Salta",https://www.i-d-s.com/dubai/colom-lote-especial-finca-colom-tannat-salta-ag4024.html,argentina
4,5.80,"Kaiken Terroirs Cafayate Torrontés, Cafayate",https://www.i-d-s.com/dubai/kaiken-terroirs-cafayate-torront-s-cafayate-ag4021.html,argentina
5,10.15,Pablo y Walter Malbec,https://www.i-d-s.com/dubai/pablo-y-walter-malbec-ag1011.html,argentina
6,10.60,"Kaiken Clásico, Mendoza Cabernet Sauvignon",https://www.i-d-s.com/dubai/kaiken-cl-sico-mendoza-cabernet-sauvignon-ag1010.html,argentina
7,29.95,Catena Alta Chardonnay,https://www.i-d-s.com/dubai/catena-alta-chardonnay-ag4030.html,argentina
8,21.75,Catena Appellation Vista Flores Malbec,https://www.i-d-s.com/dubai/catena-appellation-vista-flores-malbec-ag4029.html,argentina
9,33.75,Catena Alta Cabernet Sauvignon,https://www.i-d-s.com/dubai/catena-alta-cabernet-sauvignon-ag4031.html,argentina
10,8.95,Argento Malbec,https://www.i-d-s.com/dubai/argento-malbec-ag1007.html,argentina
11,7.70,Argento Sauvignon Blanc,https://www.i-d-s.com/dubai/argento-sauvignon-blanc-ag1000.html,argentina
0,12.00,Bodega Norton Finca la Colonia Torrontes,https://www.i-d-s.com/dubai/bodega-norton-finca-la-colonia-torrontes-ag1003.html,argentina
1,6.25,Bodega Norton Finca La Colonia Sauvignon Blanc,https://www.i-d-s.com/dubai/bodega-norton-finca-la-colonia-sauvignon-blanc-ag1004.html,argentina
2,6.25,Bodega Norton Finca La Colonia Malbec,https://www.i-d-s.com/dubai/bodega-norton-finca-la-colonia-malbec-ag1008.html,argentina
3,5.75,Bodega Norton Finca La Colonia Merlot,https://www.i-d-s.com/dubai/bodega-norton-finca-la-colonia-merlot-ag1009.html,argentina
4,9.55,Bodega Norton Malbec Reserva,https://www.i-d-s.com/dubai/bodega-norton-malbec-reserva-ag1013.html,argentina
5,5.10,Bodega Norton Finca La Colonia Rosé,https://www.i-d-s.com/dubai/bodega-norton-finca-la-colonia-ros-ag4006.html,argentina
6,11.45,Bodega Norton Cabernet Sauvignon Reserva,https://www.i-d-s.com/dubai/bodega-norton-cabernet-sauvignon-reserva-ag4018.html,argentina
7,20.75,Catena Appellation Cabernet Franc,https://www.i-d-s.com/dubai/catena-appellation-cabernet-franc-ag4028.html,argentina
8,19.10,Catena Appellation Tupungato Chardonnay,https://www.i-d-s.com/dubai/catena-appellation-tupungato-chardonnay-ag4027.html,argentina
9,27.05,Chandon Garden Spritz Sparkling Wine,https://www.i-d-s.com/dubai/chandon-garden-spritz-sparkling-wine-sw1072.html,argentina
