,0,1,2,country
8,22.85,Tinpot Hut Pinot Noir,https://www.i-d-s.com/dubai/tinpot-hut-pinot-noir-nz4014.html,new_zealand
9,35.50,Ata Rangi `Crimson' Pinot Noir,https://www.i-d-s.com/dubai/ata-rangi-crimson-pinot-noir-nz4016.html,new_zealand
10,65.65,"Burn Cottage Vineyard, Pinot Noir Central Otago",https://www.i-d-s.com/dubai/burn-cottage-vineyard-pinot-noir-central-otago-nz4025.html,new_zealand
11,35.45,Cloudy Bay Pinot Noir,https://www.i-d-s.com/dubai/cloudy-bay-pinot-noir-nz2010.html,new_zealand
0,19.35,"Trinity Hill, Hawkes Bay Chardonnay",https://www.i-d-s.com/dubai/trinity-hill-hawkes-bay-chardonnay-nz1030.html,new_zealand
1,27.90,Greywacke Marlborough Riesling,https://www.i-d-s.com/dubai/greywacke-marlborough-riesling-nz1031.html,new_zealand
2,15.65,Matua Valley Sauvignon Blanc,https://www.i-d-s.com/dubai/matua-valley-sauvignon-blanc-nz1001.html,new_zealand
3,20.60,"Sileni Estates ‘The Lodge’ Grand Reserve Chardonnay, Hawke’s Bay",https://www.i-d-s.com/dubai/sileni-estates-the-lodge-grand-reserve-chardonnay-hawke-s-bay-nz1002.html,new_zealand
4,20.15,"The Trinity, Trinity Hill, Hawkes Bay",https://www.i-d-s.com/dubai/the-trinity-trinity-hill-hawkes-bay-nz1003.html,new_zealand
5,14.90,Villa Maria Private Bin Dry Riesling,https://www.i-d-s.com/dubai/villa-maria-private-bin-dry-riesling-nz1008.html,new_zealand
6,16.00,Villa Maria Private Bin Sauvignon Blanc,https://www.i-d-s.com/dubai/villa-maria-private-bin-sauvignon-blanc-nz1009.html,new_zealand
7,16.25,Villa Maria Blush Sauvignon Blanc Rosé,https://www.i-d-s.com/dubai/villa-maria-blush-sauvignon-blanc-rose-nz1010.html,new_zealand
8,15.75,MOKO Black Pinot Noir,https://www.i-d-s.com/dubai/moko-black-pinot-noir-nz1012.html,new_zealand
9,15.45,Matua Valley Pinot Noir,https://www.i-d-s.com/dubai/matua-valley-pinot-noir-nz1013.html,new_zealand
10,13.15,Oyster Bay Merlot,https://www.i-d-s.com/dubai/oyster-bay-merlot-nz1014.html,new_zealand
11,19.75,Villa Maria Private Bin Pinot Noir,https://www.i-d-s.com/dubai/villa-maria-private-bin-pinot-noir-nz1015.html,new_zealand
0,4.85,Villa Maria Cellar Selection Pinot Noir,https://www.i-d-s.com/dubai/villa-maria-cellar-selection-pinot-noir-nz1016.html,new_zealand
1,14.80,Oyster Bay Sparkling Cuvée Brut,https://www.i-d-s.com/dubai/oyster-bay-sparkling-cuv-e-brut-sw1030.html,new_zealand
0,8.65,Elgin Vintners Sauvignon Blanc,https://www.i-d-s.com/dubai/elgin-vintners-sauvignon-blanc-za4076.html,south_africa
1,13.05,Elgin Vintners Merlot,https://www.i-d-s.com/dubai/elgin-vintners-merlot-za4078.html,south_africa
2,13.80,Elgin Vintners Pinot Noir,https://www.i-d-s.com/dubai/elgin-vintners-pinot-noir-za4079.html,south_africa
3,8.70,Cloof Pinotage,https://www.i-d-s.com/dubai/cloof-pinotage-za4061.html,south_africa
4,6.55,Front Row Chenin Blanc/Roussanne,https://www.i-d-s.com/dubai/front-row-chenin-blanc-roussanne-za4024.html,south_africa
5,7.05,Bellingham The Homestead Series Chenin Blanc,https://www.i-d-s.com/dubai/bellingham-the-homestead-series-chenin-blanc-za4034.html,south_africa
6,7.05,Bellingham The Homestead Series Sauvignon Blanc,https://www.i-d-s.com/dubai/bellingham-the-homestead-series-sauvignon-blanc-za4035.html,south_africa
7,7.05,Bellingham The Homestead Series Chardonnay,https://www.i-d-s.com/dubai/bellingham-the-homestead-series-chardonnay-za4036.html,south_africa
8,9.65,Babylon's Peak Viognier/Roussanne,https://www.i-d-s.com/dubai/babylon-s-peak-viognier-roussanne-za4042.html,south_africa
9,5.90,Cloof Inkspot,https://www.i-d-s.com/dubai/cloof-inkspot-za4053.html,south_africa
10,7.30,Babylon's Peak Shiraz/Carignan,https://www.i-d-s.com/dubai/babylon-s-peak-shiraz-carignan-za4058.html,south_africa
11,7.10,Bellingham The Homestead Series Shiraz,https://www.i-d-s.com/dubai/bellingham-the-homestead-series-shiraz-za4063.html,south_africa
0,8.75,Cloof Very Sexy Shiraz,https://www.i-d-s.com/dubai/cloof-very-sexy-shiraz-za4064.html,south_africa
1,5.95,"Buitenverwachting, Buiten Blanc",https://www.i-d-s.com/dubai/buitenverwachting-buiten-blanc-za4026.html,south_africa
2,7.80,Buitenverwachting Sauvignon Blanc,https://www.i-d-s.com/dubai/buitenverwachting-sauvignon-blanc-za4030.html,south_africa
3,9.65,Buitenverwachting Chardonnay,https://www.i-d-s.com/dubai/buitenverwachting-chardonnay-za4039.html,south_africa
4,5.35,Neil Joubert Patrysbult Pinotage,https://www.i-d-s.com/dubai/neil-joubert-patrysbult-pinotage-za4012.html,south_africa
5,5.95,Kleinkoof Pinotage,https://www.i-d-s.com/dubai/kleinkoof-pinotage-za4013.html,south_africa
6,8.45,"Fairview Pinotage, Paarl",https://www.i-d-s.com/dubai/fairview-pinotage-paarl-za4066.html,south_africa
7,5.50,"Peacock Wild Ferment Cabernet Sauvignon, Stellenbosch",https://www.i-d-s.com/dubai/peacock-wild-ferment-cabernet-sauvignon-stellenbosch-za4054.html,south_africa
8,9.00,"The Spice Route Mourvèdre, Swartland",https://www.i-d-s.com/dubai/the-spice-route-mourv-dre-swartland-za4059.html,south_africa
9,7.35,"The Spice Route `The Amos Block` Sauvignon Blanc, Swartland",https://www.i-d-s.com/dubai/the-spice-route-the-amos-block-sauvignon-blanc-swartland-za4038.html,south_africa
10,8.65,"Spice Route Grenache , Swartland",https://www.i-d-s.com/dubai/spice-route-grenache-swartland-za4060.html,south_africa
11,9.55,"Spice Route Pinotage ,Swartland",https://www.i-d-s.com/dubai/spice-route-pinotage-swartland-za4065.html,south_africa
0,9.20,"Appellation Series Syrah, Boekenhoutskloof, Swartland",https://www.i-d-s.com/dubai/appellation-series-syrah-boekenhoutskloof-swartland-za4069.html,south_africa
1,13.35,"Lievland Bush Vine, Pinotage",https://www.i-d-s.com/dubai/lievland-bush-vine-pinotage-za4067.html,south_africa
2,19.45,Ernie Els Big Easy Red Blend,https://www.i-d-s.com/dubai/ernie-els-big-easy-red-blend-za2017.html,south_africa
3,17.20,Waterkloof Seriously Cool Cinsault,https://www.i-d-s.com/dubai/waterkloof-seriously-cool-cinsault-za2029.html,south_africa
4,76.40,Drostdy Hof Premium Grand Cru,https://www.i-d-s.com/dubai/drostdy-hof-premium-grand-cru-wb1001.html,south_africa
5,9.87,Nederburg Private Collection Pinotage,https://www.i-d-s.com/dubai/nederburg-private-collection-pinotage-za2009.html,south_africa
6,8.75,Mooiplaas The Coco Merlot,https://www.i-d-s.com/dubai/mooiplaas-the-coco-merlot-za1015.html,south_africa
7,8.75,Mooiplaas 'The Bean' Pinotage,https://www.i-d-s.com/dubai/mooiplaas-the-bean-pinotage-za1014.html,south_africa
8,6.95,KWV Chardonnay,https://www.i-d-s.com/dubai/kwv-chardonnay-za1010.html,south_africa
9,6.95,KWV Sauvignon Blanc,https://www.i-d-s.com/dubai/kwv-sauvignon-blanc-za1011.html,south_africa
10,8.95,"Front Row Shiraz/Mourvèdre/Viognier, Swartland",https://www.i-d-s.com/dubai/front-row-shiraz-mourv-dre-viognier-swartland-za4052.html,south_africa
11,17.40,Babylon's Peak Shiraz-Mourvedre-Grenache SMG,https://www.i-d-s.com/dubai/babylon-s-peak-shiraz-mourvedre-grenache-smg-za4071.html,south_africa
0,23.37,"Fairview `The Beacon`Shiraz, Swartland",https://www.i-d-s.com/dubai/fairview-the-beacon-shiraz-swartland-za4074.html,south_africa
1,12.25,Elgin Vintners Chardonnay,https://www.i-d-s.com/dubai/elgin-vintners-chardonnay-za4077.html,south_africa
2,13.75,Coterie Cabernet Franc Malbec,https://www.i-d-s.com/dubai/coterie-cabernet-franc-malbec-za1071.html,south_africa
3,15.85,ROSE Coterie Cinsault Rosé,https://www.i-d-s.com/dubai/rose-coterie-cinsault-ros-za1070.html,south_africa
4,13.75,Coterie Semillon Sauvignon Blanc,https://www.i-d-s.com/dubai/coterie-semillon-sauvignon-blanc-za1069.html,south_africa
5,10.50,Lanzerac Pinotage Rosé,https://www.i-d-s.com/dubai/lanzerac-pinotage-rose-za1064.html,south_africa
6,13.35,Mooiplaas Pinotage,https://www.i-d-s.com/dubai/mooiplaas-pinotage-za1053.html,south_africa
7,8.55,Nederburg The Winemaster's Sauvignon Blanc,https://www.i-d-s.com/dubai/nederburg-sauvignon-blanc-za1003.html,south_africa
8,8.55,Nederburg The Winemaster's Chardonnay,https://www.i-d-s.com/dubai/nederburg-the-winemaster-chardonnay-za1004.html,south_africa
9,7.85,Mooiplaas The Peach Chenin Blanc,https://www.i-d-s.com/dubai/mooiplaas-the-peach-white-blend-za1008.html,south_africa
10,6.95,KWV Chenin Blanc,https://www.i-d-s.com/dubai/kwv-chenin-blanc-za1012.html,south_africa
11,14.75,Mooiplaas Cabernet Sauvignon,https://www.i-d-s.com/dubai/mooiplaas-cabernet-sauvignon-za1017.html,south_africa
0,38.55,Boekenhouskloof The Chocolate Block,https://www.i-d-s.com/dubai/boekenhouskloof-the-chocolate-block-za1020.html,south_africa
1,7.10,KWV Cabernet Sauvignon,https://www.i-d-s.com/dubai/kwv-cabernet-sauvignon-za1025.html,south_africa
2,7.10,KWV Pinotage,https://www.i-d-s.com/dubai/kwv-pinotage-za1026.html,south_africa
3,9.00,Nederburg The Winemaster's Pinotage,https://www.i-d-s.com/dubai/nederburg-pinotage-za1027.html,south_africa
4,9.15,Nederburg The Winemaster's Cabernet Sauvignon,https://www.i-d-s.com/dubai/nederburg-cabernet-sauvignon-za1028.html,south_africa
5,9.15,Nederburg The Winemaster's  Shiraz ,https://www.i-d-s.com/dubai/nederburg-shiraz-za1029.html,south_africa
6,9.15,Nederburg Winemasters Merlot,https://www.i-d-s.com/dubai/nederburg-merlot-za1030.html,south_africa
7,11.95,Nederburg Private Collection Shiraz,https://www.i-d-s.com/dubai/nederburg-private-collection-shiraz-za1032.html,south_africa
0,55.45,Nyetimber Rosé,https://www.i-d-s.com/dubai/nyetimber-ros-sw4057.html,uk
1,26.05,Henners Native Grace Chardonnay 2018,https://www.i-d-s.com/dubai/henners-native-grace-chardonnay-2018-en2000.html,uk
2,11.48,Sharpham Dart Valley Reserve,https://www.i-d-s.com/dubai/sharpham-dart-valley-reserve-gb3002.html,uk
3,17.20,Henners Gardner Street Classic,https://www.i-d-s.com/dubai/henners-gardner-street-classic-gb4002.html,uk
4,23.25,Bolney Lychgate Bacchus,https://www.i-d-s.com/dubai/bolney-lychgate-bacchus-gb3007.html,uk
5,26.55,Bolney Winemaker’s Edition Red,https://www.i-d-s.com/dubai/bolney-winemaker-s-edition-red-gb3006.html,uk
6,21.85,Sharpham Estate Little Bee Wild Ferment Pinot Gris,https://www.i-d-s.com/dubai/sharpham-estate-little-bee-wild-ferment-pinot-gris-gb1006.html,uk
7,23.65,"Sharpham Estate Pinot Gris , Devon",https://www.i-d-s.com/dubai/sharpham-estate-pinot-gris-devon-gb3001.html,uk
8,16.20,Bolney Estate Pinot Gris,https://www.i-d-s.com/dubai/bolney-estate-pinot-gris-gb3000.html,uk
9,37.10,Bolney Bubbly Sparkling,https://www.i-d-s.com/dubai/bolney-bubbly-sparkling-sw1037.html,uk
10,31.54,Nyetimber Classic Cuvee Multi-Vintage,https://www.i-d-s.com/dubai/nyetimber-classic-cuvee-multi-vintage-sw1038.html,uk
11,44.99,Nyetimber Blanc de Blancs,https://www.i-d-s.com/dubai/nyetimber-blanc-de-blancs-sw4058.html,uk
0,32.35,Chapel Down Classic Non-Vintage Brut,https://www.i-d-s.com/dubai/chapel-down-classic-non-vintage-brut-sw1047.html,uk
1,32.35,Chapel Down English Sparkling Rosé,https://www.i-d-s.com/dubai/chapel-down-english-rose-nv-sw1048.html,uk
2,41.65,"Henners Brut, Sussex",https://www.i-d-s.com/dubai/henners-brut-sussex-sw3002.html,uk
3,13.22,"Rathfinny Cradle Valley, Pinot Blanc",https://www.i-d-s.com/dubai/rathfinny-cradle-valley-pinot-blanc-gb1005.html,uk
4,40.75,Litmus Red Pinot 2018,https://www.i-d-s.com/dubai/litmus-red-pinot-2018-gb4003.html,uk
0,14.20,Bread &amp; Butter Merlot,https://www.i-d-s.com/dubai/bread-butter-merlot-us4041.html,usa
1,14.20,Bread &amp; Butter Pinot Grigio,https://www.i-d-s.com/dubai/bread-butter-pinot-grigio-us4037.html,usa
2,17.30,Domaine Ste. Michelle Brut Rosé,https://www.i-d-s.com/dubai/domaine-ste-michelle-brut-ros-sw2032.html,usa
3,9.25,"DeLoach, `Heritage Collection` Chardonnay",https://www.i-d-s.com/dubai/deloach-heritage-collection-chardonnay-us4001.html,usa
4,11.45,"Fog Mountian, Cabernet Sauvignon",https://www.i-d-s.com/dubai/fog-mountian-cabernet-sauvignon-us4005.html,usa
5,43.90,"Littorai Pinot Noir, California",https://www.i-d-s.com/dubai/littorai-pinot-noir-california-us4022.html,usa
6,61.55,Hartford Court Russian River Valley  Pinot Noir,https://www.i-d-s.com/dubai/hartford-court-russian-river-valley-pinot-noir-us1131.html,usa
7,46.85,Stonestreet Estate Vineyard Cabernet Sauvignon,https://www.i-d-s.com/dubai/stonestreet-estate-vineyard-cabernet-sauvignon-us2010.html,usa
8,18.35,Hess Select Pinot Noir,https://www.i-d-s.com/dubai/hess-select-pinot-noir-us2040.html,usa
9,30.00,Ferrari Carano Cabernet Sauvignon,https://www.i-d-s.com/dubai/ferrari-carano-cabernet-sauvignon-us2043.html,usa
10,30.00,"Freemark Abbey Merlot, Napa Valley",https://www.i-d-s.com/dubai/freemark-abbey-merlot-napa-valley-us2045.html,usa
11,30.50,"Robert Mondavi Cabernet Sauvignon, Napa Valley",https://www.i-d-s.com/dubai/robert-mondavi-cabernet-sauvignon-napa-valley-us2046.html,usa
0,55.65,"Stags' Leap Merlot, Napa Valley",https://www.i-d-s.com/dubai/stags-leap-merlot-napa-valley-us2049.html,usa
1,55.80,"Freemark Abbey Cabernet Sauvignon, Napa Valley",https://www.i-d-s.com/dubai/freemark-abbey-cabernet-sauvignon-napa-valley-us2051.html,usa
2,78.60,Mt. Brave Mount Veeder Merlot,https://www.i-d-s.com/dubai/mt-brave-mount-veeder-merlot-us2054.html,usa
3,78.60,Mt. Brave Mount Veeder Malbec,https://www.i-d-s.com/dubai/mt-brave-mount-veeder-malbec-us2055.html,usa
4,19.70,"La Crema Chardonnay, Monterey",https://www.i-d-s.com/dubai/la-crema-chardonnay-monterey-us2062.html,usa
5,19.85,Meiomi Pinot Noir,https://www.i-d-s.com/dubai/meiomi-pinot-noir-us2092.html,usa
6,23.50,"Kendall-Jackson 'Jackson Estate' Cabernet Sauvignon, Alexander Valley",https://www.i-d-s.com/dubai/kendall-jackson-jackson-estate-cabernet-sauvignon-alexander-valley-us2097.html,usa
7,33.30,"Kendall-Jackson Grand Reserve Cabernet Sauvignon, Sonoma/Napa",https://www.i-d-s.com/dubai/kendall-jackson-grand-reserve-cabernet-sauvignon-sonoma-napa-us2099.html,usa
8,57.85,Hartford Court Land's Edge Vineyard Pinot Noir,https://www.i-d-s.com/dubai/hartford-court-land-s-edge-vineyard-pinot-noir-us2100.html,usa
9,33.30,"Hartford Court ""Jennifer's Vineyard"" Russian River Chardonnay",https://www.i-d-s.com/dubai/hartford-court-jennifer-s-vineyard-russian-river-chardonnay-us2108.html,usa
10,57.45,Hartford Court Four Hearts Vineyard Chardonnay,https://www.i-d-s.com/dubai/hartford-court-four-hearts-vineyard-chardonnay-us2109.html,usa
11,24.20,"Cambria Estate ""Julia's Vineyard"" Pinot Noir",https://www.i-d-s.com/dubai/cambria-estate-julia-s-vineyard-pinot-noir-us2111.html,usa
0,46.30,"Hartford Zinfandel, Russian River Valley",https://www.i-d-s.com/dubai/hartford-zinfandel-russian-river-valley-us2114.html,usa
1,22.70,"Jackson Estate Chardonnay, Santa Maria Valley",https://www.i-d-s.com/dubai/jackson-estate-chardonnay-santa-maria-valley-us2130.html,usa
2,21.50,"WillaKenzie Estate Pinot Gris, Willamette Valley",https://www.i-d-s.com/dubai/willakenzie-estate-pinot-gris-willamette-valley-us2141.html,usa
3,37.90,"Gran Moraine Pinot Noir, Yamhill-Carlton",https://www.i-d-s.com/dubai/gran-moraine-pinot-noir-yamhill-carlton-us2145.html,usa
4,27.20,"WillaKenzie Pinot Noir, Willamette Valley",https://www.i-d-s.com/dubai/willakenzie-pinot-noir-willamette-valley-us2146.html,usa
5,29.00,Browne Family Cabernet Franc,https://www.i-d-s.com/dubai/browne-family-cabernet-franc-us2155.html,usa
6,19.13,"Murphy-Goode ""Liar's Dice"" Zinfandel, Sonoma County",https://www.i-d-s.com/dubai/murphy-goode-liar-s-dice-zinfandel-sonoma-county-us2095.html,usa
7,14.20,Bread &amp; Butter Chardonnay,https://www.i-d-s.com/dubai/bread-butter-chardonnay-us1001.html,usa
8,13.81,"Kendall-Jackson Vintner's Reserve Pinot Noir, California",https://www.i-d-s.com/dubai/kendall-jackson-vintner-s-reserve-pinot-noir-california-us2007.html,usa
9,18.90,"Kendall-Jackson Vintner's Reserve Merlot, Sonoma County",https://www.i-d-s.com/dubai/kendall-jackson-vintner-s-reserve-merlot-california-us2200.html,usa
10,19.05,"Kendall-Jackson Vintner's Reserve Cabernet Sauvignon, Sonoma County",https://www.i-d-s.com/dubai/kendall-jackson-vintner-s-reserve-cabernet-sauvignon-california-us2090.html,usa
11,21.36,"Kendall-Jackson 'Jackson Estate' Pinot Noir, Anderson Valley",https://www.i-d-s.com/dubai/kendall-jackson-jackson-estate-pinot-noir-anderson-valley-us2074.html,usa
0,13.98,"Kendall-Jackson Vintner's Reserve Zinfandel, Mendocino",https://www.i-d-s.com/dubai/kendall-jackson-vintner-s-reserve-zinfandel-mendocino-us2069.html,usa
1,12.30,Murphy Goode Merlot,https://www.i-d-s.com/dubai/murphy-goode-merlot-us1050.html,usa
2,12.35,Line 39 Caberet Sauvignon,https://www.i-d-s.com/dubai/line-39-caberet-sauvignon-us1069.html,usa
3,12.35,Line 39 Merlot,https://www.i-d-s.com/dubai/line-39-merlot-us1068.html,usa
4,12.35,Line 39 Pinot Noir,https://www.i-d-s.com/dubai/line-39-pinot-noir-us1067.html,usa
5,11.45,Caymus Mer Soleil Chardonnay,https://www.i-d-s.com/dubai/caymus-mer-soleil-chardonnay-us4011.html,usa
6,9.30,Dark Horse Cabernet Sauvignon,https://www.i-d-s.com/dubai/dark-horse-cabernet-sauvignon-us2233.html,usa
7,38.35,"The Prisoner Red Zinfandel Blend, Napa Valley",https://www.i-d-s.com/dubai/the-prisoner-red-zinfandel-blend-napa-valley-us2047.html,usa
8,11.45,Leaping Horse Chardonnay,https://www.i-d-s.com/dubai/leaping-horse-chardonnay-us1097.html,usa
9,11.45,Leaping Horse Pinot Grigio,https://www.i-d-s.com/dubai/leaping-horse-pinot-grigio-us1096.html,usa
10,10.95,Leaping Horse Cabernet Sauvignon,https://www.i-d-s.com/dubai/leaping-horse-cabernet-sauvignon-us1095.html,usa
11,11.45,Leaping Horse Merlot,https://www.i-d-s.com/dubai/leaping-horse-merlot-us1094.html,usa
0,9.08,Obsession Symphony-Peach,https://www.i-d-s.com/dubai/obsession-symphony-peach-us1093.html,usa
1,9.08,Obsession Red Blend,https://www.i-d-s.com/dubai/obsession-red-blend-us1092.html,usa
2,12.15,Obsession Rose,https://www.i-d-s.com/dubai/obsession-rose-us1091.html,usa
3,9.08,Obsession Symphony,https://www.i-d-s.com/dubai/obsession-symphony-us1090.html,usa
4,11.54,"Fog Mountain, Merlot",https://www.i-d-s.com/dubai/fog-mountain-merlot-us4004.html,usa
5,18.80,Caymus Conundrum White Blend,https://www.i-d-s.com/dubai/caymus-conundrum-white-blend-us4031.html,usa
6,4.31,Barefoot Moscato,https://www.i-d-s.com/dubai/barefoot-moscato-us2230.html,usa
7,4.95,Barefoot Chardonnay,https://www.i-d-s.com/dubai/barefoot-chardonnay-us2207.html,usa
8,7.02,Barefoot White Zinfandel,https://www.i-d-s.com/dubai/barefoot-white-zinfandel-us2213.html,usa
9,7.00,Barefoot Pinot Noir,https://www.i-d-s.com/dubai/barefoot-pinot-noir-us2232.html,usa
10,7.00,Barefoot Sweet Red,https://www.i-d-s.com/dubai/barefoot-sweet-red-us2222.html,usa
11,12.95,Apothic Red Cabernet Sauvignon,https://www.i-d-s.com/dubai/apothic-red-cabernet-sauvignon-us2227.html,usa
0,16.05,"Freemark Abbey Sauvignon Blanc, Napa Valley",https://www.i-d-s.com/dubai/freemark-abbey-sauvignon-blanc-napa-valley-us2023.html,usa
1,17.61,"La Crema Pinot Noir, Monterey",https://www.i-d-s.com/dubai/la-crema-pinot-noir-monterey-us2064.html,usa
2,22.26,"Kendall-Jackson Grand Reserve Pinot Noir, Anderson Valley",https://www.i-d-s.com/dubai/kendall-jackson-grand-reserve-pinot-noir-anderson-valley-us2075.html,usa
3,17.85,"Cambria Estate ""Katherine's Vineyard"" Chardonnay",https://www.i-d-s.com/dubai/cambria-estate-katherine-s-vineyard-chardonnay-us2105.html,usa
4,14.16,"Nielson Chardonnay, Santa Barbara",https://www.i-d-s.com/dubai/nielson-chardonnay-santa-barbara-us2119.html,usa
5,21.36,Byron Nielson Vineyard Chardonnay,https://www.i-d-s.com/dubai/byron-nielson-vineyard-chardonnay-us2131.html,usa
6,9.30,Liberty Creek Chardonnay Magnum (1.5L),https://www.i-d-s.com/dubai/liberty-creek-chardonnay-magnum-1-5l-us2202.html,usa
7,10.45,Barefoot Bubbly Pinot Grigio,https://www.i-d-s.com/dubai/barefoot-bubbly-pinot-grigio-sw2037.html,usa
8,26.50,Ironstone Vineyards Reserve Chardonnay,https://www.i-d-s.com/dubai/ironstone-vineyards-reserve-chardonnay-us1108.html,usa
9,17.10,Charles Smith Devil Merlot,https://www.i-d-s.com/dubai/charles-smith-devil-merlot-us1054.html,usa
10,19.20,Charles Smith Eve Chardonnay,https://www.i-d-s.com/dubai/charles-smith-eve-chardonnay-us1053.html,usa
11,12.68,"Columbia Crest, Grand Estates Chardonnay",https://www.i-d-s.com/dubai/columbia-crest-grand-estates-chardonnay-us1105.html,usa
0,10.65,Callaway Sauvignon Blanc,https://www.i-d-s.com/dubai/callaway-sauvignon-blanc-us1060.html,usa
1,10.65,Callaway Chardonnay,https://www.i-d-s.com/dubai/callaway-chardonnay-us1061.html,usa
2,12.95,Line 39 Pinot Grigio,https://www.i-d-s.com/dubai/line-39-pinot-grigio-us1064.html,usa
3,15.80,"Columbia Crest, Grand Estates Cabernet Sauvignon",https://www.i-d-s.com/dubai/columbia-crest-grand-estates-cabernet-sauvignon-us1107.html,usa
4,9.36,"Columbia Crest, Two Vines Chardonnay",https://www.i-d-s.com/dubai/columbia-crest-two-vines-chardonnay-us1104.html,usa
5,12.05,Line 39 Sauvignon Blanc,https://www.i-d-s.com/dubai/line-39-sauvignon-blanc-us1065.html,usa
6,12.05,Line 39 Chardonnay,https://www.i-d-s.com/dubai/line-39-chardonnay-us1066.html,usa
7,23.30,Jordan Vineyard &amp; Winery Chardonnay,https://www.i-d-s.com/dubai/jordan-vineyard-winery-chardonnay-us1072.html,usa
8,10.65,Callaway Merlot,https://www.i-d-s.com/dubai/callaway-merlot-us1062.html,usa
9,10.65,Callaway Cabernet Sauvignon,https://www.i-d-s.com/dubai/callaway-cabernet-sauvignon-us1063.html,usa
10,12.35,Line 39 Excursion Red Blend,https://www.i-d-s.com/dubai/line-39-excursion-red-blend-us1070.html,usa
11,12.35,Line 39 Petite Sirah,https://www.i-d-s.com/dubai/line-39-petite-sirah-us1071.html,usa
0,40.76,Jordan Vineyard &amp; Winery Cabernet Sauvignon,https://www.i-d-s.com/dubai/jordan-vineyard-winery-cabernet-sauvignon-us1073.html,usa
1,11.58,"Kendall-Jackson Vintner's Reserve Chardonnay, California",https://www.i-d-s.com/dubai/kendall-jackson-vintner-s-reserve-chardonnay-california-us2001.html,usa
2,19.60,Francis Ford Coppola Merlot Diamond,https://www.i-d-s.com/dubai/francis-ford-coppola-merlot-diamond-us2008.html,usa
3,22.70,Francis Ford Coppola Diamond Collection Claret,https://www.i-d-s.com/dubai/francis-ford-coppola-diamond-collection-claret-us2009.html,usa
4,40.55,Stag's Leap Wine Cellars 'Karia' Chardonnay,https://www.i-d-s.com/dubai/stag-s-leap-wine-cellars-karia-chardonnay-us1000.html,usa
5,8.30,Douglass Hill Chardonnay,https://www.i-d-s.com/dubai/douglass-hill-chardonnay-us1003.html,usa
6,9.30,Dark Horse Sauvignon Blanc,https://www.i-d-s.com/dubai/dark-horse-sauvignon-blanc-us1004.html,usa
7,9.30,Dark Horse Chardonnay,https://www.i-d-s.com/dubai/dark-horse-chardonnay-us1005.html,usa
8,11.70,Robert Mondavi Woodbridge Chardonnay,https://www.i-d-s.com/dubai/robert-mondavi-woodbridge-chardonnay-us1006.html,usa
9,13.55,Wente Vineyards Morning Fog Chardonnay,https://www.i-d-s.com/dubai/wente-vineyards-morning-fog-chardonnay-us1008.html,usa
10,14.35,Wente Vineyards Louis Mel Sauvignon Blanc,https://www.i-d-s.com/dubai/wente-vineyards-louis-mel-sauvignon-blanc-us1009.html,usa
11,7.05,The Bulletin Zinfandel Rosé,https://www.i-d-s.com/dubai/the-bulletin-zinfandel-rose-us1013.html,usa
0,14.20,Bread &amp; Butter Pinot Noir,https://www.i-d-s.com/dubai/bread-butter-pinot-noir-us1014.html,usa
1,14.20,Bread &amp; Butter Cabernet Sauvignon,https://www.i-d-s.com/dubai/bread-butter-cabernet-sauvignon-us1015.html,usa
2,8.30,Douglass Hill Shiraz,https://www.i-d-s.com/dubai/douglass-hill-shiraz-us1016.html,usa
3,8.30,Douglass Hill Cabernet Sauvignon,https://www.i-d-s.com/dubai/douglass-hill-cabernet-sauvignon-us1017.html,usa
4,7.75,Glen Ellen Reserve Cabernet Sauvignon,https://www.i-d-s.com/dubai/glen-ellen-reserve-cabernet-sauvignon-us1020.html,usa
5,9.05,"Cabaret Frank No.2 ""The Aviary"", Old Vine Cabernet Franc",https://www.i-d-s.com/dubai/cabaret-frank-no-2-the-aviary-old-vine-cabernet-franc-us1021.html,usa
6,9.30,Dark Horse Zinfandel,https://www.i-d-s.com/dubai/dark-horse-zinfandel-us1023.html,usa
7,13.15,Robert Mondavi Woodbridge Cabernet Sauvignon,https://www.i-d-s.com/dubai/robert-mondavi-woodbridge-cabernet-sauvignon-us1025.html,usa
8,14.15,Wente Vineyards Southern Hills Cabernet Sauvignon,https://www.i-d-s.com/dubai/wente-vineyards-southern-hills-cabernet-sauvignon-us1027.html,usa
9,14.15,Wente Vineyards Beyer Ranch Zinfandel,https://www.i-d-s.com/dubai/wente-vineyards-beyer-ranch-zinfandel-us1028.html,usa
10,14.15,Wente Vineyards Sandstone Merlot,https://www.i-d-s.com/dubai/wente-vineyards-sandstone-merlot-us1029.html,usa
11,12.35,Apothic Red,https://www.i-d-s.com/dubai/apothic-red-us1030.html,usa
0,19.95,Ironstone Vineyards Reserve Cabernet Franc,https://www.i-d-s.com/dubai/ironstone-vineyards-reserve-cabernet-franc-us1031.html,usa
1,23.20,Wente Vineyards Charles Wetmore Cabernet Sauvignon,https://www.i-d-s.com/dubai/wente-vineyards-charles-wetmore-cabernet-sauvignon-us1032.html,usa
2,17.01,Wente Vineyards Riva Ranch Pinot Noir,https://www.i-d-s.com/dubai/wente-vineyards-riva-ranch-pinot-noir-us1033.html,usa
