,price_usd,Name,IDS link,country,vivino_url,vivino_rating,vivino_name,vivino_price,vivino_country,vivino_region,nb_ratings,confidence,price_bucket,confidence bucket
6,15.15,Sepp Moser Grüner Veltliner Organic,https://www.i-d-s.com/dubai/sepp-moser-gr-ner-veltliner-organic-at1000.html,rest-of-the-world,https://www.vivino.com/FR/en/wines/156392677,3.7,Sepp Moser Classic Style Organic Grüner Veltliner 0,—,austria,niederosterreich,1189,65,10 - 20 USD,70
7,24.35,Trius Sauvignon Blanc,https://www.i-d-s.com/dubai/trius-sauvignon-blanc-ca1000.html,rest-of-the-world,https://www.vivino.com/FR/en/wines/1563858,3.7,Trius Sauvignon Blanc 0,—,canada,niagara-peninsula,1125,95,20 - 30 USD,100
8,11.9,Château Ksara Blanc de Blancs,https://www.i-d-s.com/dubai/ch-teau-ksara-blanc-de-blancs-lb1000.html,rest-of-the-world,https://www.vivino.com/FR/en/wines/1537287,3.7,Château Ksara Blanc De Blancs 0,"16,20",lebanon,bekaa-valley,4643,97,10 - 20 USD,100
9,10.55,Château Ksara Sunset Rosé,https://www.i-d-s.com/dubai/ch-teau-ksara-sunset-ros-lb1002.html,rest-of-the-world,https://www.vivino.com/FR/en/wines/4093102,3.7,Château Ksara Sunset 0,—,lebanon,bekaa-valley,2043,89,10 - 20 USD,90
10,8.65,Mateus Rosé,https://www.i-d-s.com/dubai/mateus-ros-pt1002.html,rest-of-the-world,https://www.vivino.com/FR/en/wines/164942646,3.7,Mateus The Original Rosé 0,"10,40",portugal,douro,52002,59,0 - 10 USD,60
11,8.85,Calusari Pinot Grigio,https://www.i-d-s.com/dubai/calusari-pinot-grigio-ro1000.html,rest-of-the-world,https://www.vivino.com/FR/en/wines/3130030,3.7,Călușari Pinot Grigio 0,—,romania,recas,2039,86,0 - 10 USD,90
0,103.45,2017 Chateau Croix Mouton,https://www.i-d-s.com/dubai/2017-chateau-croix-mouton-fw1239.html,france,https://www.vivino.com/FR/en/wines/4733991,3.6,Château Croix Mouton Bordeaux Supérieur 0,-,-,-,-,58,>100 USD,60
1,33.5,Masion Champy Cote de Beaune Villages,https://www.i-d-s.com/dubai/masion-champy-cote-de-beaune-villages-fr4408.html,france,https://www.vivino.com/FR/en/wines/3433178,3.6,Maison Champy Côte de Beaune Villages 0,—,france,cte-de-beaune-villages,245,92,30 - 40 USD,100
2,9.65,Cave de Turckheim Pinot Noir [Organic],https://www.i-d-s.com/dubai/cave-de-turckheim-pinot-noir-organic-fr4352.html,france,https://www.vivino.com/FR/en/wines/2854063,3.6,Cave de Turckheim Pinot Noir Alsace Rosé 0,—,france,alsace,384,78,0 - 10 USD,80
3,9.4,"M.Chapoutier, Luberon 'La Ciboise' Rouge",https://www.i-d-s.com/dubai/m-chapoutier-luberon-la-ciboise-rouge-fr1279.html,france,https://www.vivino.com/FR/en/wines/1471076,3.6,M. Chapoutier Luberon La Ciboise 0,"9,95",france,luberon,5238,86,0 - 10 USD,90
4,12.8,"M.Chapoutier, Côtes-du-Rhône Blanc Adunatio , Collection Bio",https://www.i-d-s.com/dubai/m-chapoutier-c-tes-du-rh-ne-blanc-collection-bio-fr1271.html,france,https://www.vivino.com/FR/en/wines/171186730,3.6,M. Chapoutier Adunatio La Collection Bio Côtes-du-Rhône Blanc 0,—,france,cotes-du-rhone,52,60,10 - 20 USD,60
5,10,"M.Chapoutier, Costières-de-Nîmes, Collection Bio “Areca” &amp; “Rouge” ",https://www.i-d-s.com/dubai/m-chapoutier-costi-res-de-n-mes-collection-bio-fr1280.html,france,https://www.vivino.com/FR/en/wines/148409463,3.6,M. Chapoutier Collection Bio Costières de Nîmes 0,—,france,costieres-de-nimes,312,57,10 - 20 USD,60
6,8.5,"Merlot/Grenache IGP Côtes de Thau, Les Vignes de L'Eglise, Languedoc, France",https://www.i-d-s.com/dubai/merlot-grenache-igp-c-tes-de-thau-les-vignes-de-l-eglise-languedoc-france-fr1329.html,france,https://www.vivino.com/FR/en/wines/155468060,3.6,Les Costières de Pomerols Beauvignac Côtes de Thau Vieilles Vignes Merlot 0,—,france,cotes-de-thau,260,52,0 - 10 USD,60
7,202.15,2017 Chateau Croix Mouton,https://www.i-d-s.com/dubai/2017-chateau-croix-mouton-fw1184.html,france,https://www.vivino.com/FR/en/wines/4733991,3.6,Château Croix Mouton Bordeaux Supérieur 0,"10,50",france,bordeaux-superieur,9833,58,>100 USD,60
8,18,"Domaine Trénel, Moulin à vent, Cru de Beaujolais",https://www.i-d-s.com/dubai/domaine-tr-nel-moulin-vent-cru-de-beaujolais-fr1263.html,france,https://www.vivino.com/FR/en/wines/20089414,3.6,Chausseron Domaine de Lagrange Moulin-à-Vent 0,—,france,beaujolais,52,51,10 - 20 USD,60
9,16.7,Les Alexandrins Cotes du Rhone Rouge 'Terrasses de L'Eridan',https://www.i-d-s.com/dubai/les-alexandrins-cotes-du-rhone-rouge-terrasses-de-l-eridan-fr1168.html,france,https://www.vivino.com/FR/en/wines/154121895,3.6,Maison les Alexandrins Les Terrasses de l'Eridan Côtes-du-Rhône Rouge 0,—,france,cotes-du-rhone,583,61,10 - 20 USD,70
10,26.4,Domaine des Bosquets `La Font des Bosquets` Gigondas,https://www.i-d-s.com/dubai/domaine-des-bosquets-la-font-des-bosquets-gigondas-fr2031.html,france,https://www.vivino.com/FR/en/wines/4743836,3.6,Domaine des Bosquets Gigondas La Font Sereine 0,—,france,gigondas,370,67,20 - 30 USD,70
11,6,Kuehn Riesling D'Alsace,https://www.i-d-s.com/dubai/kuehn-riesling-d-alsace-fr4003.html,france,https://www.vivino.com/FR/en/wines/4565180,3.6,Kuehn Riesling Alsace 0,—,france,alsace,408,91,0 - 10 USD,100
0,9.15,Château Laffitte Teston Reflet Du Terroir,https://www.i-d-s.com/dubai/ch-teau-laffitte-teston-reflet-du-terroir-fr4059.html,france,https://www.vivino.com/FR/en/wines/4756776,3.6,Château Laffitte-Teston Reflet du Terroir Madiran 0,"9,50",france,madiran,2055,87,0 - 10 USD,90
1,10.05,Château L'Ermitage Cuvée Auzan Blanc,https://www.i-d-s.com/dubai/ch-teau-l-ermitage-cuv-e-auzan-blanc-fr4160.html,france,https://www.vivino.com/FR/en/wines/159745242,3.6,Château l'Ermite Cuvée Auzan Blanc 0,—,france,costieres-de-nimes,190,94,10 - 20 USD,100
2,12,"Ferraton Père &amp; Fils Crozes-Hermitage Blanc ""Matinière""",https://www.i-d-s.com/dubai/ferraton-p-re-fils-crozes-hermitage-blanc-matini-re-fr4236.html,france,https://www.vivino.com/FR/en/wines/1534479,3.6,Ferraton Père \u0026 Fils Crozes-Hermitage La Matinière Blanc 0,"19,90",france,crozes-hermitage,1626,80,10 - 20 USD,80
3,14.3,"Ferraton Père &amp; Fils Saint-Joseph Blanc ""La Source""",https://www.i-d-s.com/dubai/ferraton-p-re-fils-saint-joseph-blanc-la-source-fr4237.html,france,https://www.vivino.com/FR/en/wines/2223594,3.6,Ferraton Père \u0026 Fils Saint-Joseph La Source Blanc 0,"21,60",france,saint-joseph,728,76,10 - 20 USD,80
4,8.55,"Château Tirecul, 'Ulma' Blanc, Vin De France",https://www.i-d-s.com/dubai/ch-teau-tirecul-ulma-blanc-vin-de-france-fr4322.html,france,https://www.vivino.com/FR/en/wines/62879707,3.6,Château de Laborde - Hervé Kerlann Blanc de Pinot Noir 0,—,france,vin-de-pays-vignobles-de-france,312,48,0 - 10 USD,50
5,5.6,Cantina Di Monteforte Pinot Grigio Rosato,https://www.i-d-s.com/dubai/cantina-di-monteforte-pinot-grigio-rosato-it4139.html,italy,https://www.vivino.com/FR/en/wines/172039184,0,Cantina di Monteforte Fossadragone Pinot Grigio Rosato 0,—,italy,della-venezie,-,85,0 - 10 USD,90
6,17.65,Les Alexandrins Cotes du Rhone Blanc 'Terrasses de L'Eridan',https://www.i-d-s.com/dubai/les-alexandrins-cotes-du-rhone-blanc-terrasses-de-l-eridan-fr1167.html,france,https://www.vivino.com/FR/en/wines/155877166,3.6,Maison les Alexandrins Les Terrasses de l'Eridan Côtes-du-Rhône Blanc 0,"6,25",france,cotes-du-rhone,176,61,10 - 20 USD,70
7,19.2,Domaine Wiehlé Engelreben Riesling,https://www.i-d-s.com/dubai/domaine-wiehl-engelreben-riesling-fr1217.html,france,https://www.vivino.com/FR/en/wines/158131512,3.6,Domaine Wiehle Riesling Engelreben 0,—,france,alsace,129,71,10 - 20 USD,80
8,11.95,"Domaine Coulange Cuvée Bergoïata, Cotes du Rhone",https://www.i-d-s.com/dubai/domaine-coulange-cuv-e-bergo-ata-cotes-du-rhone-fr1169.html,france,https://www.vivino.com/FR/en/wines/165238663,3.6,Domaine Coulange Bergoïata Côtes-du-Rhône Rouge 0,—,france,cotes-du-rhone,67,76,10 - 20 USD,80
9,31,"Chateau Laborde, Lalande de Pomerol",https://www.i-d-s.com/dubai/chateau-laborde-lalande-de-pomerol-fr1235.html,france,https://www.vivino.com/FR/en/wines/4892047,3.6,Château Laborde Des Bossuet Lalande-de-Pomerol 0,—,france,lalande-de-pomerol,660,75,30 - 40 USD,80
10,7.8,Baron Philippe de Rothschild Viognier,https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-viognier-fr1007.html,france,https://www.vivino.com/FR/en/wines/1520224,3.6,Baron Philippe de Rothschild Viognier 0,"8,00",france,vin-de-pays-doc,667,97,0 - 10 USD,100
11,7.05,Bellefontaine Malbec,https://www.i-d-s.com/dubai/bellefontaine-malbec-fr1021.html,france,https://www.vivino.com/FR/en/wines/152243858,3.6,Bellefontaine Malbec 0,—,france,haute-vallee-de-laude,180,95,0 - 10 USD,100
0,12.75,"Chateau Pineraie Tradition Malbec, Cahors",https://www.i-d-s.com/dubai/ch-teau-pineraie-cahors-malbec-fr1027.html,france,https://www.vivino.com/FR/en/wines/4790432,3.6,Château Pineraie Malbec Cahors 0,—,france,cahors,6633,79,10 - 20 USD,80
1,10.3,Château Buisson Redon,https://www.i-d-s.com/dubai/ch-teau-buisson-redon-fr1038.html,france,https://www.vivino.com/FR/en/wines/4935815,3.6,Château Buisson-Redon Bordeaux 0,—,france,bordeaux,850,75,10 - 20 USD,80
2,10.7,Schröder and Schÿler Private Réserve Medoc,https://www.i-d-s.com/dubai/schr-der-and-sch-ler-private-r-serve-medoc-fr1043.html,france,https://www.vivino.com/FR/en/wines/4869725,3.6,Schröder \u0026 Schÿler Private Réserve Médoc 0,"13,99",france,medoc,643,85,10 - 20 USD,90
3,24.05,Château Amour,https://www.i-d-s.com/dubai/ch-teau-amour-fr1046.html,france,https://www.vivino.com/FR/en/wines/1783738,3.6,Château de Panigon Château Amour Médoc 0,"12,45",france,medoc,1780,49,20 - 30 USD,50
4,14.35,La Chablisienne Bourgogne Chardonnay,https://www.i-d-s.com/dubai/la-chablisienne-bourgogne-chardonnay-fr1059.html,france,https://www.vivino.com/FR/en/wines/2913752,3.6,La Chablisienne Bourgogne Chardonnay 0,"18,50",france,bourgogne,2361,97,10 - 20 USD,100
5,14.5,Pierre Sourdais Chinon Tradition,https://www.i-d-s.com/dubai/pierre-sourdais-chinon-tradition-fr1099.html,france,https://www.vivino.com/FR/en/wines/2218898,3.6,Pierre Sourdais Tradition Chinon 0,—,france,chinon,745,76,10 - 20 USD,80
6,8.3,Patrice Armand Côtes du Rhône La Chapelle de Marin,https://www.i-d-s.com/dubai/patrice-armand-c-tes-du-rh-ne-la-chapelle-de-marin-fr1103.html,france,https://www.vivino.com/FR/en/wines/4869341,3.6,La Chapelle de Marin Côtes du Rhône 0,—,france,cotes-du-rhone,405,53,0 - 10 USD,60
7,7.95,"NV Método Tradicional Brut, Kaiken, Mendoza, Argentina",https://www.i-d-s.com/dubai/nv-m-todo-tradicional-brut-kaiken-mendoza-argentina-sw4059.html,argentina,https://www.vivino.com/FR/en/wines/3460904,3.6,Bodegas Bianchi Extra Brut (Estrella Método Tradicional) 0,—,argentina,mendoza,711,41,0 - 10 USD,50
8,4.75,"Kaiken Terroirs Series Vistaflores Cabernet Sauvignon/Malbec/Petit Verdot ,Valle De Uco",https://www.i-d-s.com/dubai/kaiken-terroirs-series-vistaflores-cabernet-sauvignon-malbec-petit-verdot-valle-de-uco-ag4014.html,argentina,https://www.vivino.com/FR/en/wines/161156368,3.6,Bodega Los Helechos Texto Súbito Cabernet Sauvignon - Petit Verdot 0,—,argentina,valle-de-uco,547,57,0 - 10 USD,60
9,11.45,Bodega Norton Cabernet Sauvignon Reserva,https://www.i-d-s.com/dubai/bodega-norton-cabernet-sauvignon-reserva-ag4018.html,argentina,https://www.vivino.com/FR/en/wines/1521389,3.6,Bodega Norton Reserva Cabernet Sauvignon 0,"21,34",argentina,lujan-de-cuyo,4857,80,10 - 20 USD,80
10,19.7,Innocent Bystander Yarra Valley Chardonnay,https://www.i-d-s.com/dubai/innocent-bystander-yarra-valley-chardonnay-au4043.html,australia,https://www.vivino.com/FR/en/wines/17339762,3.6,Innocent Bystander Chardonnay 0,"16,65",australia,yarra-valley,785,79,10 - 20 USD,80
11,8.99,Little Ripples Sauvignon Blanc,https://www.i-d-s.com/dubai/little-ripples-sauvignon-blanc-au4079.html,australia,https://www.vivino.com/FR/en/wines/165129194,3.6,Little Ripples Sauvignon Blanc 0,—,australia,orange,51,97,0 - 10 USD,100
0,16.95,Voyager Sauvignon Blanc Semillion,https://www.i-d-s.com/dubai/voyager-sauvignon-blanc-semillion-au1161.html,australia,https://www.vivino.com/FR/en/wines/4727433,3.6,Voyager Estate Sauvignon Blanc - Semillon 0,—,australia,margaret-river,982,84,10 - 20 USD,90
1,14.55,Small Victories Sangiovese,https://www.i-d-s.com/dubai/small-victories-sangiovese-au1108.html,australia,https://www.vivino.com/FR/en/wines/169969575,3.6,Small Victories Wine Co Sangiovese 0,—,australia,adelaide-hills,37,84,10 - 20 USD,90
2,7.8,Soldiers Block Malbec,https://www.i-d-s.com/dubai/soldiers-block-malbec-au1104.html,australia,https://www.vivino.com/FR/en/wines/147166445,3.6,Soldiers Block Malbec 0,—,australia,western-australia,217,95,0 - 10 USD,100
3,7.3,Soldiers Block Chardonnay  ,https://www.i-d-s.com/dubai/soldiers-block-chardonnay-au1103.html,australia,https://www.vivino.com/FR/en/wines/4511161,3.6,Soldiers Block The Last Stand Chardonnay 0,—,australia,victoria,474,75,0 - 10 USD,80
4,19.15,St Hallett Gamekeepers Grenache Shiraz Touriga,https://www.i-d-s.com/dubai/st-hallett-gamekeepers-grenache-shiraz-touriga-au1087.html,australia,https://www.vivino.com/FR/en/wines/2808751,3.6,St Hallett Gamekeeper's Shiraz 0,—,australia,barossa,1855,77,10 - 20 USD,80
5,29.55,Petaluma White Label Sauvignon Blanc Adelaide Hills,https://www.i-d-s.com/dubai/petaluma-white-label-sauvignon-blanc-adelaide-hills-au1093.html,australia,https://www.vivino.com/FR/en/wines/20031363,3.6,Petaluma White Label Sauvignon Blanc 0,—,australia,adelaide-hills,538,83,20 - 30 USD,90
6,19.69,"`Red Moon` Mangan Vineyard Wilyabrup Malbec/Petit Verdot/Merlot, Cullen",https://www.i-d-s.com/dubai/red-moon-mangan-vineyard-wilyabrup-malbec-petit-verdot-merlot-cullen-au4002.html,australia,https://www.vivino.com/FR/en/wines/157938311,3.6,Cullen Mangan Vineyard Red Moon 0,—,australia,western-australia,652,48,10 - 20 USD,50
7,10.8,Three Lions Great Southern Cabernet/Merlot,https://www.i-d-s.com/dubai/three-lions-great-southern-cabernet-merlot-au4006.html,australia,https://www.vivino.com/FR/en/wines/141933767,3.6,Plantagenet Three Lions Cabernet - Merlot 0,—,australia,great-southern,282,61,10 - 20 USD,70
8,13.5,Yering Station Village Chardonnay,https://www.i-d-s.com/dubai/yering-station-village-chardonnay-au1014.html,australia,https://www.vivino.com/FR/en/wines/38884424,3.6,Yering Station Village Chardonnay 0,—,australia,yarra-valley,574,97,10 - 20 USD,100
9,23,Stella Bella Semillon Sauvignon Blanc,https://www.i-d-s.com/dubai/stella-bella-semillon-sauvignon-blanc-au1016.html,australia,https://www.vivino.com/FR/en/wines/4245940,3.6,Stella Bella Skuttlebutt Sauvignon Blanc - Semillon 0,—,australia,margaret-river,850,69,20 - 30 USD,70
10,9.35,Mount Langhi Ghiran Billi Billi Shiraz,https://www.i-d-s.com/dubai/mount-langhi-ghiran-billi-billi-shiraz-au1022.html,australia,https://www.vivino.com/FR/en/wines/1472566,3.6,Mount Langi Ghiran Billi Billi Shiraz 0,—,australia,grampians,4173,96,0 - 10 USD,100
11,20,Penfolds Koonunga Hill Shiraz Cabernet Sauvignon,https://www.i-d-s.com/dubai/penfolds-koonunga-hill-shiraz-cabernet-sauvignon-au1042.html,australia,https://www.vivino.com/FR/en/wines/1471367,3.6,Penfolds Koonunga Hill Shiraz - Cabernet 0,"14,90",australia,south-australia,54395,87,20 - 30 USD,90
0,9.6,Yellow Tail Bubbles Brut Rosé,https://www.i-d-s.com/dubai/yellow-tail-bubbles-brut-ros-sw1028.html,australia,https://www.vivino.com/FR/en/wines/160554642,3.6,Yellow Tail Bubbles Sparkling Rosé 0,—,australia,south-eastern,585,80,0 - 10 USD,80
1,5.1,"Chateau Los Boldos Tradition Reserve Carmenère, Cachapoal Valley",https://www.i-d-s.com/dubai/chateau-los-boldos-tradition-reserve-carmen-re-cachapoal-valley-ch4028.html,chile,https://www.vivino.com/FR/en/wines/142023939,3.6,Château Los Boldos Tradition Réserve Carmenère 0,—,chile,cachapoal,2932,80,0 - 10 USD,80
2,5.75,"Chateau Los Boldos Tradition Reserve Chardonnay, Cachapoal Valley",https://www.i-d-s.com/dubai/chateau-los-boldos-tradition-reserve-chardonnay-cachapoal-valley-ch4029.html,chile,https://www.vivino.com/FR/en/wines/148368295,3.6,Château Los Boldos Tradition Reserve Chardonnay 0,—,chile,cachapoal,1077,82,0 - 10 USD,90
3,5.4,"Chateau Los Boldos Tradition Reserve Merlot, Cachapoal Valley",https://www.i-d-s.com/dubai/chateau-los-boldos-tradition-reserve-merlot-cachapoal-valley-ch4030.html,chile,https://www.vivino.com/FR/en/wines/143607582,3.6,Château Los Boldos Tradition Réserve Merlot 0,—,chile,cachapoal,1651,79,0 - 10 USD,80
4,7.75,Casillero del Diablo Carménère,https://www.i-d-s.com/dubai/casillero-del-diablo-carm-n-re-ch1014.html,chile,https://www.vivino.com/FR/en/wines/1478498,3.6,Casillero del Diablo Carmenere (Reserva) 0,—,chile,rapel-valley,83868,78,0 - 10 USD,80
5,7.2,Sierra Grande Pinot Noir,https://www.i-d-s.com/dubai/sierra-grande-pinot-noir-ch1017.html,chile,https://www.vivino.com/FR/en/wines/11474964,3.6,Sierra Grande Pinot Noir 0,—,chile,central-valley,437,96,0 - 10 USD,100
6,26.1,Kim Crawford Pinot Noir,https://www.i-d-s.com/dubai/kim-crawford-pinot-noir-nz2009.html,new_zealand,https://www.vivino.com/FR/en/wines/2921249,3.6,Kim Crawford Pinot Noir 0,—,new-zealand,marlborough,11558,96,20 - 30 USD,100
7,13.15,Oyster Bay Chardonnay,https://www.i-d-s.com/dubai/oyster-bay-chardonnay-nz1004.html,new_zealand,https://www.vivino.com/FR/en/wines/2017312,3.6,Oyster Bay Chardonnay 0,—,new-zealand,marlborough,7867,95,10 - 20 USD,100
8,22.85,Tinpot Hut Pinot Noir,https://www.i-d-s.com/dubai/tinpot-hut-pinot-noir-nz4014.html,new_zealand,https://www.vivino.com/FR/en/wines/4644550,3.6,Tinpot Hut Pinot Noir 0,—,new-zealand,marlborough,753,95,20 - 30 USD,100
9,20.15,"The Trinity, Trinity Hill, Hawkes Bay",https://www.i-d-s.com/dubai/the-trinity-trinity-hill-hawkes-bay-nz1003.html,new_zealand,https://www.vivino.com/FR/en/wines/4478606,3.6,Trinity Hill The Trinity 0,—,new-zealand,hawkes-bay,627,54,20 - 30 USD,60
10,15.75,MOKO Black Pinot Noir,https://www.i-d-s.com/dubai/moko-black-pinot-noir-nz1012.html,new_zealand,https://www.vivino.com/FR/en/wines/4343147,3.6,Ant Moore Moko Black Pinot Noir 0,—,new-zealand,marlborough,662,78,10 - 20 USD,80
11,13.15,Oyster Bay Merlot,https://www.i-d-s.com/dubai/oyster-bay-merlot-nz1014.html,new_zealand,https://www.vivino.com/FR/en/wines/2176151,3.6,Oyster Bay Merlot 0,—,new-zealand,hawkes-bay,8392,94,10 - 20 USD,100
0,14.8,Oyster Bay Sparkling Cuvée Brut,https://www.i-d-s.com/dubai/oyster-bay-sparkling-cuv-e-brut-sw1030.html,new_zealand,https://www.vivino.com/FR/en/wines/2561642,3.6,Oyster Bay Sparkling Cuvée Brut 0,—,new-zealand,marlborough,2566,97,10 - 20 USD,100
1,7.1,KWV Pinotage,https://www.i-d-s.com/dubai/kwv-pinotage-za1026.html,south_africa,https://www.vivino.com/FR/en/wines/4769500,3.6,KWV Classic Collection Pinotage 0,—,south-africa,western-cape,11065,53,0 - 10 USD,60
2,9.25,"DeLoach, `Heritage Collection` Chardonnay",https://www.i-d-s.com/dubai/deloach-heritage-collection-chardonnay-us4001.html,usa,https://www.vivino.com/FR/en/wines/161127284,3.6,DeLoach Heritage Collection Chardonnay 0,—,united-states,california,43,94,0 - 10 USD,100
3,12.35,Line 39 Caberet Sauvignon,https://www.i-d-s.com/dubai/line-39-caberet-sauvignon-us1069.html,usa,https://www.vivino.com/FR/en/wines/4026775,3.6,Line 39 Cabernet Sauvignon 0,—,united-states,california,12662,94,10 - 20 USD,100
4,12.35,Line 39 Pinot Noir,https://www.i-d-s.com/dubai/line-39-pinot-noir-us1067.html,usa,https://www.vivino.com/FR/en/wines/5195996,3.6,Line 39 Pinot Noir 0,—,united-states,california,13456,95,10 - 20 USD,100
5,9.3,Dark Horse Cabernet Sauvignon,https://www.i-d-s.com/dubai/dark-horse-cabernet-sauvignon-us2233.html,usa,https://www.vivino.com/FR/en/wines/6379451,3.6,Dark Horse Cabernet Sauvignon 0,—,united-states,california,43534,97,0 - 10 USD,100
6,11.45,Leaping Horse Pinot Grigio,https://www.i-d-s.com/dubai/leaping-horse-pinot-grigio-us1096.html,usa,https://www.vivino.com/FR/en/wines/152490503,3.6,Leaping Horse Pinot Grigio 0,—,united-states,california,92,96,10 - 20 USD,100
7,10.95,Leaping Horse Cabernet Sauvignon,https://www.i-d-s.com/dubai/leaping-horse-cabernet-sauvignon-us1095.html,usa,https://www.vivino.com/FR/en/wines/3097444,3.6,Leaping Horse Cabernet Sauvignon 0,—,united-states,california,1628,97,10 - 20 USD,100
8,7.02,Barefoot White Zinfandel,https://www.i-d-s.com/dubai/barefoot-white-zinfandel-us2213.html,usa,https://www.vivino.com/FR/en/wines/1469650,3.6,Barefoot White Zinfandel 0,—,united-states,california,15208,96,0 - 10 USD,100
9,26.5,Ironstone Vineyards Reserve Chardonnay,https://www.i-d-s.com/dubai/ironstone-vineyards-reserve-chardonnay-us1108.html,usa,https://www.vivino.com/FR/en/wines/4729661,3.6,Ironstone Reserve Chardonnay 0,—,united-states,sierra-foothills,818,82,20 - 30 USD,90
10,17.1,Charles Smith Devil Merlot,https://www.i-d-s.com/dubai/charles-smith-devil-merlot-us1054.html,usa,https://www.vivino.com/FR/en/wines/1776122,3.6,Charles Smith The Velvet Devil Merlot 0,—,united-states,washington,21662,80,10 - 20 USD,80
11,12.05,Line 39 Chardonnay,https://www.i-d-s.com/dubai/line-39-chardonnay-us1066.html,usa,https://www.vivino.com/FR/en/wines/2796883,3.6,Line 39 Chardonnay 0,—,united-states,california,1282,95,10 - 20 USD,100
0,12.35,Line 39 Petite Sirah,https://www.i-d-s.com/dubai/line-39-petite-sirah-us1071.html,usa,https://www.vivino.com/FR/en/wines/3469506,3.6,Line 39 Petite Sirah 0,—,united-states,california,2834,95,10 - 20 USD,100
1,9.3,Dark Horse Sauvignon Blanc,https://www.i-d-s.com/dubai/dark-horse-sauvignon-blanc-us1004.html,usa,https://www.vivino.com/FR/en/wines/19020305,3.6,Dark Horse Sauvignon Blanc 0,—,united-states,california,7119,96,0 - 10 USD,100
2,14.35,Wente Vineyards Louis Mel Sauvignon Blanc,https://www.i-d-s.com/dubai/wente-vineyards-louis-mel-sauvignon-blanc-us1009.html,usa,https://www.vivino.com/FR/en/wines/3305510,3.6,Wente Vineyards Louis Mel Sauvignon Blanc 0,—,united-states,central-coast,1739,98,10 - 20 USD,100
3,7.05,The Bulletin Zinfandel Rosé,https://www.i-d-s.com/dubai/the-bulletin-zinfandel-rose-us1013.html,usa,https://www.vivino.com/FR/en/wines/158834977,3.6,Delicato The Bulletin Zinfandel Rosé 0,—,united-states,california,153,83,0 - 10 USD,90
4,9.1,Alde Gott-Badenausblick Sekt Riesling Brut,https://www.i-d-s.com/dubai/alde-gott-badenausblick-sekt-riesling-brut-sw4036.html,germany,https://www.vivino.com/FR/en/wines/1998754,3.6,Alde Gott Riesling Brut 0,—,germany,baden,52,69,0 - 10 USD,70
5,8.85,Weingut Martinshof Dornfelder Trocken,https://www.i-d-s.com/dubai/weingut-martinshof-dornfelder-trocken-ge4018.html,germany,https://www.vivino.com/FR/en/wines/4057173,3.6,Weingut Schloss Proschwitz Edition Meissen Dornfelder Trocken 0,—,germany,sachsen,145,64,0 - 10 USD,70
6,5.95,Schwedhelm Muller-Thurgau,https://www.i-d-s.com/dubai/schwedhelm-muller-thurgau-ge4035.html,germany,https://www.vivino.com/FR/en/wines/114559878,3.6,Schwedhelm Zellertal Müller Thurgau 0,—,germany,pfalz,244,74,0 - 10 USD,80
7,11.39,Cleebroon &amp; Guglingen Herzog C Lemberger,https://www.i-d-s.com/dubai/cleebroon-guglingen-herzog-c-lemberger-ge4048.html,germany,https://www.vivino.com/FR/en/wines/2977906,3.6,Cleebronn \u0026 Güglingen Herzog C Lemberger Trocken 0,—,germany,wurttemberg,149,75,10 - 20 USD,80
8,9.75,Villa Franz Riesling,https://www.i-d-s.com/dubai/villa-franz-riesling-ge1002.html,germany,https://www.vivino.com/FR/en/wines/2273899,3.6,Villa Franz Riesling Trocken 0,—,germany,rheingau,120,80,0 - 10 USD,80
9,7.5,Villa Cialdini Pignoletto Sparkling Brut Modena,https://www.i-d-s.com/dubai/villa-cialdini-pignoletto-sparkling-brut-modena-sw4011.html,italy,https://www.vivino.com/FR/en/wines/155305134,3.6,Cleto Chiarli Villa Cialdini Pignoletto Brut Millesimato 0,—,italy,provincia-di-modena,649,65,0 - 10 USD,70
10,10.35,Antichi Poderi Jerzu Cannonau Marghia,https://www.i-d-s.com/dubai/antichi-poderi-jerzu-cannonau-marghia-it4062.html,italy,https://www.vivino.com/FR/en/wines/1640745,3.6,Antichi Poderi Jerzu Marghìa Cannonau di Sardegna 0,—,italy,cannonau-di-sardegna,590,77,10 - 20 USD,80
11,9.1,Planeta La Segreta Bianco,https://www.i-d-s.com/dubai/planeta-la-segreta-bianco-it4065.html,italy,https://www.vivino.com/FR/en/wines/1516956,3.6,Planeta La Segreta Il Bianco 0,"10,46",italy,sicilia,11923,91,0 - 10 USD,100
0,8.4,Planeta Plumbago Nero D'Avola Sicilia Doc,https://www.i-d-s.com/dubai/planeta-plumbago-nero-d-avola-sicilia-doc-it4079.html,italy,https://www.vivino.com/FR/en/wines/2105369,3.6,Planeta Plumbago Nero d'Avola Sicilia 0,—,italy,sicilia,12182,95,0 - 10 USD,100
1,11.65,Araldica Gavi DOCG La Luciana,https://www.i-d-s.com/dubai/araldica-gavi-docg-la-luciana-it1000.html,italy,https://www.vivino.com/FR/en/wines/1469446,3.6,Araldica La Luciana Gavi 0,—,italy,gavi,2761,69,10 - 20 USD,70
2,13.75,Follador Prosecco DOC Treviso,https://www.i-d-s.com/dubai/follador-prosecco-doc-treviso-sw1007.html,italy,https://www.vivino.com/FR/en/wines/1469451,3.6,Follador Prosecco Treviso Brut 0,—,italy,prosecco-di-treviso,1284,82,10 - 20 USD,90
