,price_usd,Name,IDS link,country,vivino_url,vivino_rating,vivino_name,vivino_price,vivino_country,vivino_region,nb_ratings,confidence,price bucket,confidence bucket
9,5.3,Alpha Zeta `G` Garganega,https://www.i-d-s.com/dubai/alpha-zeta-g-garganega-it4124.html,italy,https://www.vivino.com/FR/en/wines/2169912,3.4,Alpha Zeta G Garganega 0,—,italy,veneto,297,92,less than 10 USD,100
10,52.4,"Castello di Monsanto, Chianti Classico DOCG Riserva",https://www.i-d-s.com/dubai/castello-di-monsanto-chianti-classico-docg-riserva-it1073.html,italy,https://www.vivino.com/FR/en/wines/2032654,3.9,Castello di Monsanto Chianti Classico Riserva 0,40.7,italy,chianti-classico,14896,92,less than 60 USD,100
11,15.85,"Antichi Poderi Jerzu ""Telavè"", Vermentino di Sardegna",https://www.i-d-s.com/dubai/antichi-poderi-jerzu-telav-vermentino-di-sardegna-it1007.html,italy,https://www.vivino.com/FR/en/wines/3663215,3.5,Antichi Poderi Jerzu Telave' Vermentino di Sardegna 0,—,italy,vermentino-di-sardegna,546,92,less than 20 USD,100
0,15.3,Prunotto Moscato d’Asti,https://www.i-d-s.com/dubai/prunotto-moscato-d-asti-sw1008.html,italy,https://www.vivino.com/FR/en/wines/2342780,4,Prunotto Moscato d'Asti 0,-,-,-,-,92,less than 20 USD,100
1,12.5,Vina Real Rioja Crianza,https://www.i-d-s.com/dubai/vina-real-rioja-crianza-sp1021.html,spain,https://www.vivino.com/FR/en/wines/2074052,3.6,Viña Real Rioja Crianza 0,—,spain,rioja,15715,92,less than 20 USD,100
2,24.35,Trius Merlot,https://www.i-d-s.com/dubai/trius-merlot-ca1001.html,rest-of-the-world,https://www.vivino.com/FR/en/wines/2173017,3.5,Trius Merlot 0,—,canada,niagara-peninsula,862,92,less than 30 USD,100
3,25.85,"M.Chapoutier, Saint-Joseph 'Deschants' Blanc",https://www.i-d-s.com/dubai/m-chapoutier-saint-joseph-deschants-blanc-fr1266.html,france,https://www.vivino.com/FR/en/wines/2947722,3.8,M. Chapoutier Saint-Joseph Deschants Blanc 0,22.8,france,saint-joseph,1310,93,less than 30 USD,100
4,11.3,"Chateau Pradeau-Mazeau Cuvée Prestige, Bordeaux Rouge",https://www.i-d-s.com/dubai/chateau-pradeau-mazeau-cuv-e-prestige-bordeaux-rouge-fr1178.html,france,https://www.vivino.com/FR/en/wines/161154048,4.1,Château Pradeau Mazeau Cuvée Prestige Bordeaux Rouge 0,—,france,bordeaux,153,93,less than 20 USD,100
5,24.8,"Chateau Lalande de Pez, Saint-Estèphe",https://www.i-d-s.com/dubai/chateau-lalande-de-pez-saint-est-phe-fr2593.html,france,https://www.vivino.com/FR/en/wines/4860823,3.8,Château Lalande de Pez Saint-Estèphe 0,—,france,saint-estephe,506,93,less than 30 USD,100
6,20.45,"Chateau La Picherie Les Marronniers, Montagne Saint-Emilion",https://www.i-d-s.com/dubai/chateau-la-picherie-les-marronniers-montagne-saint-emilion-fr2594.html,france,https://www.vivino.com/FR/en/wines/160340616,4.1,Chateau La Picherie Les Marroniers Montagne-Saint-Émilion 0,—,france,montagne-saint-emilion,426,93,less than 30 USD,100
7,13.35,"Chateau Pradeau-Mazeau Cuvée Prestige, Bordeaux Blanc",https://www.i-d-s.com/dubai/chateau-pradeau-mazeau-cuv-e-prestige-bordeaux-blanc-fr2590.html,france,https://www.vivino.com/FR/en/wines/164535253,3.9,Château Pradeau Mazeau Cuvée Prestige Bordeaux Blanc 0,—,france,bordeaux,29,93,less than 20 USD,100
8,38.25,"La Chablisienne Chablis 1er Cru ""Beauroy""",https://www.i-d-s.com/dubai/la-chablisienne-chablis-1er-cru-beauroy-fr1072.html,france,https://www.vivino.com/FR/en/wines/2883586,3.9,La Chablisienne Chablis 1er Cru 'Beauroy' 0,—,france,chablis-beauroy,795,93,less than 40 USD,100
9,38.25,"La Chablisienne Chablis 1er Cru ""Vaillons""",https://www.i-d-s.com/dubai/la-chablisienne-chablis-1er-cru-vaillons-fr1073.html,france,https://www.vivino.com/FR/en/wines/4496784,3.9,La Chablisienne Chablis 1er Cru 'Vaillons' 0,—,france,chablis-vaillons,441,93,less than 40 USD,100
0,52.35,de Ladoucette Pouilly Fumé,https://www.i-d-s.com/dubai/baron-de-ladoucette-pouilly-fum-fr1095.html,france,https://www.vivino.com/FR/en/wines/1470695,4.1,de Ladoucette Pouilly-Fumé 0,28.6,france,pouilly-fume,16293,93,less than 60 USD,100
1,8.95,Argento Malbec,https://www.i-d-s.com/dubai/argento-malbec-ag1007.html,argentina,https://www.vivino.com/FR/en/wines/1970313,3.4,Argento Malbec 0,—,argentina,mendoza,18643,93,less than 10 USD,100
2,9.7,"16 Stops, Chardonnay",https://www.i-d-s.com/dubai/16-stops-chardonnay-au4074.html,australia,https://www.vivino.com/FR/en/wines/2581701,3.4,16 Stops Chardonnay 0,—,australia,mclaren-vale,100,93,less than 10 USD,100
3,29.5,"Morandé Adventure, Vigno Carignan",https://www.i-d-s.com/dubai/morand-adventure-vigno-carignan-ch1018.html,chile,https://www.vivino.com/FR/en/wines/1867010,3.9,Morande Adventure Vigno Carignan 0,—,chile,maule-valley,1942,93,less than 30 USD,100
4,32.9,Ata Rangi `Lismore' Pinot Gris,https://www.i-d-s.com/dubai/ata-rangi-lismore-pinot-gris-nz4015.html,new_zealand,https://www.vivino.com/FR/en/wines/4734938,3.9,Ata Rangi Lismore Pinot Gris 0,—,new-zealand,martinborough,385,93,less than 40 USD,100
5,35.5,Ata Rangi `Crimson' Pinot Noir,https://www.i-d-s.com/dubai/ata-rangi-crimson-pinot-noir-nz4016.html,new_zealand,https://www.vivino.com/FR/en/wines/1542266,3.7,Ata Rangi Crimson Pinot Noir 0,—,new-zealand,martinborough,4179,93,less than 40 USD,100
6,12.35,Line 39 Merlot,https://www.i-d-s.com/dubai/line-39-merlot-us1068.html,usa,https://www.vivino.com/FR/en/wines/4898920,3.5,Line 39 Merlot 0,—,united-states,central-coast,1037,93,less than 20 USD,100
7,14.45,"Fog Mountain, Merlot",https://www.i-d-s.com/dubai/fog-mountain-merlot-us4004.html,usa,https://www.vivino.com/FR/en/wines/4710285,3.8,Fog Mountain Merlot 0,—,united-states,california,560,93,less than 20 USD,100
8,16.6,Cà Dei Frati 'I Frati' Lugana,https://www.i-d-s.com/dubai/c-dei-frati-i-frati-lugana-it4026.html,italy,https://www.vivino.com/FR/en/wines/1779756,4.1,Cà dei Frati I Frati Lugana 0,14.47,italy,lugana,52477,93,less than 20 USD,100
9,15.45,"Santa Margherita, Pinot Grigio Valdadige DOC ",https://www.i-d-s.com/dubai/santa-margherita-pinot-grigio-valdadige-doc-it1077.html,italy,https://www.vivino.com/FR/en/wines/1564205,3.9,Santa Margherita Pinot Grigio Valdadige 0,15.48,italy,valdadigo,43750,93,less than 20 USD,100
10,16.25,"Poggiotondo,Organic Chianti",https://www.i-d-s.com/dubai/poggiotondo-organic-chianti-it1052.html,italy,https://www.vivino.com/FR/en/wines/141965772,3.7,Poggiotondo Organic Chianti 0,17.4,italy,chianti,2321,93,less than 20 USD,100
11,5.2,Rometta Sangiovese Rubicone IGT,https://www.i-d-s.com/dubai/rometta-sangiovese-rubicone-igt-it1022.html,italy,https://www.vivino.com/FR/en/wines/144166617,3.6,Rometta Sangiovese Rubicone 0,—,italy,rubicone,518,93,less than 10 USD,100
0,180.2,"Antinori, Tignanello",https://www.i-d-s.com/dubai/antinori-tignanello-it1042.html,italy,https://www.vivino.com/FR/en/wines/1471333,4.5,Antinori Tignanello 0,—,italy,tuscany,145140,93,less than 190 USD,100
1,11.95,"M.Chapoutier, 'Belleruche' Côtes-du-Rhône Blanc",https://www.i-d-s.com/dubai/m-chapoutier-belleruche-c-tes-du-rh-ne-blanc-fr1270.html,france,https://www.vivino.com/FR/en/wines/1472731,3.7,M. Chapoutier Belleruche Côtes-du-Rhône Blanc 0,—,france,cotes-du-rhone,9912,94,less than 20 USD,100
2,22.45,"M.Chapoutier, Saint-Péray 'Les Tanneurs' ",https://www.i-d-s.com/dubai/m-chapoutier-saint-p-ray-les-tanneurs-fr1268.html,france,https://www.vivino.com/FR/en/wines/2859969,3.8,M. Chapoutier Saint-Péray Les Tanneurs 0,—,france,saint-peray,883,94,less than 30 USD,100
3,12.55,"Domaine Durieu, Ventoux",https://www.i-d-s.com/dubai/domaine-durieu-ventoux-fr4340.html,france,https://www.vivino.com/FR/en/wines/4852363,3.8,Domaine Durieu Ventoux 0,—,france,cotes-du-ventoux,221,94,less than 20 USD,100
4,18.5,"La Chablisienne, “Pas Si Petit” Petit Chablis",https://www.i-d-s.com/dubai/la-chablisienne-pas-si-petit-petit-chablis-fr1120.html,france,https://www.vivino.com/FR/en/wines/1942914,3.7,La Chablisienne Pas Si Petit Petit Chablis 0,—,france,petit-chablis,5176,94,less than 20 USD,100
5,37.55,"Chateau Bellegrave Les Charmes, Pauillac",https://www.i-d-s.com/dubai/chateau-bellegrave-les-charmes-pauillac-fr1236.html,france,https://www.vivino.com/FR/en/wines/4736888,4,Château Bellegrave Les Charmes Pauillac 0,—,france,pauillac,866,94,less than 40 USD,100
6,56.2,"Domaine Faury, Condrieu",https://www.i-d-s.com/dubai/domaine-faury-condrieu-fr1156.html,france,https://www.vivino.com/FR/en/wines/1470718,4.1,Domaine Faury Condrieu 0,—,france,condrieu,965,94,less than 60 USD,100
7,41.2,"Chateau Ségur de Cabanac, Saint-Estèphe",https://www.i-d-s.com/dubai/chateau-s-gur-de-cabanac-saint-est-phe-fr1134.html,france,https://www.vivino.com/FR/en/wines/1544857,4,Château Ségur de Cabanac Saint-Estèphe 0,—,france,saint-estephe,2536,94,less than 50 USD,100
8,14,Cave de Turckheim Gewurztraminer,https://www.i-d-s.com/dubai/cave-de-turckheim-gewurztraminer-fr1028.html,france,https://www.vivino.com/FR/en/wines/2112703,3.7,Cave de Turckheim Gewürztraminer 0,11.35,france,alsace,3682,94,less than 20 USD,100
9,8.1,Château Bel Air Bordeaux Superieur,https://www.i-d-s.com/dubai/ch-teau-bel-air-bordeaux-superieur-fr1036.html,france,https://www.vivino.com/FR/en/wines/4827040,3.4,Château Bel-Air Bordeaux Superieur 0,—,france,bordeaux-superieur,3926,94,less than 10 USD,100
10,44.05,"Chateau Le Coteau Cuvée Graveline, Margaux",https://www.i-d-s.com/dubai/chateau-le-coteau-cuv-e-graveline-margaux-fr1233.html,france,https://www.vivino.com/FR/en/wines/164489570,4.2,Château Le Coteau Cuvée Graveline Margaux 0,—,france,margaux,184,94,less than 50 USD,100
11,67.45,"Elderton 'Command' Single Vineyard, Shiraz",https://www.i-d-s.com/dubai/elderton-command-single-vineyard-shiraz-au1115.html,australia,https://www.vivino.com/FR/en/wines/4718059,4.3,Elderton Command Single Vineyard Shiraz 0,—,australia,barossa,4509,94,less than 70 USD,100
0,13.15,Oyster Bay Merlot,https://www.i-d-s.com/dubai/oyster-bay-merlot-nz1014.html,new_zealand,https://www.vivino.com/FR/en/wines/2176151,3.6,Oyster Bay Merlot 0,—,new-zealand,hawkes-bay,8156,94,less than 20 USD,100
1,12.35,Line 39 Caberet Sauvignon,https://www.i-d-s.com/dubai/line-39-caberet-sauvignon-us1069.html,usa,https://www.vivino.com/FR/en/wines/4026775,3.6,Line 39 Cabernet Sauvignon 0,—,united-states,california,12336,94,less than 20 USD,100
2,4.95,Barefoot Moscato,https://www.i-d-s.com/dubai/barefoot-moscato-us2230.html,usa,https://www.vivino.com/FR/en/wines/1562544,3.8,Barefoot Moscato 0,—,united-states,california,19000,94,less than 10 USD,100
3,3.75,Carlo Rossi Rosé,https://www.i-d-s.com/dubai/carlo-rossi-ros-us2212.html,usa,https://www.vivino.com/FR/en/wines/2146935,3.3,Carlo Rossi Rosé 0,—,united-states,california,2057,94,less than 10 USD,100
4,4.95,Barefoot Merlot,https://www.i-d-s.com/dubai/barefoot-merlot-us2231.html,usa,https://www.vivino.com/FR/en/wines/1469991,3.4,Barefoot Merlot 0,—,united-states,california,28825,94,less than 10 USD,100
5,9.3,Dark Horse Merlot,https://www.i-d-s.com/dubai/dark-horse-merlot-us1024.html,usa,https://www.vivino.com/FR/en/wines/8410815,3.6,Dark Horse Merlot 0,—,united-states,california,12724,94,less than 10 USD,100
6,16.65,Fontafredda Briccotondo Dolcetto,https://www.i-d-s.com/dubai/fontafredda-briccotondo-dolcetto-it4042.html,italy,https://www.vivino.com/FR/en/wines/4202978,3.5,Fontanafredda Briccotondo Dolcetto 0,—,italy,langhe,1899,94,less than 20 USD,100
7,10.5,Mediceo Chianti,https://www.i-d-s.com/dubai/mediceo-chianti-it4091.html,italy,https://www.vivino.com/FR/en/wines/157105719,3.7,Mediceo Chianti 0,—,italy,chianti,261,94,less than 20 USD,100
8,12.1,Alpha Zeta V` Valpolicella,https://www.i-d-s.com/dubai/alpha-zeta-v-valpolicella-it4151.html,italy,https://www.vivino.com/FR/en/wines/1774880,3.3,Alpha Zeta V Valpolicella 0,—,italy,valpolicella,438,94,less than 20 USD,100
9,51.4,"M.Chapoutier, Châteauneuf-du-Pape 'La Bernardine' Blanc",https://www.i-d-s.com/dubai/m-chapoutier-ch-teauneuf-du-pape-la-bernardine-blanc-fr1272.html,france,https://www.vivino.com/FR/en/wines/1572945,4,M. Chapoutier Châteauneuf-du-Pape La Bernardine Blanc 0,42,france,chateauneuf-du-pape,1187,95,less than 60 USD,100
10,15.45,"M.Chapoutier, Muscat de Beaumes-de-Venise",https://www.i-d-s.com/dubai/m-chapoutier-muscat-de-beaumes-de-venise-dw1007.html,france,https://www.vivino.com/FR/en/wines/4376382,3.7,M. Chapoutier Muscat de Beaumes-de-Venise 0,—,france,muscat-de-beaumes-de-venice,496,95,less than 20 USD,100
11,7.05,Bellefontaine Grenache Rosé,https://www.i-d-s.com/dubai/bellefontaine-grenache-ros-fr1010.html,france,https://www.vivino.com/FR/en/wines/133589100,3.5,Bellefontaine Grenache Rosé‎ 0,—,france,vin-de-pays-doc,103,95,less than 10 USD,100
0,27,"Miraval, Côtes de Provence Rosé",https://www.i-d-s.com/dubai/miraval-ros-fr1015.html,france,https://www.vivino.com/FR/en/wines/8902172,4,Miraval Côtes de Provence Rosé 0,18.9,france,cotes-de-provence,49891,95,less than 30 USD,100
1,6.8,Bellefontaine Merlot,https://www.i-d-s.com/dubai/bellefontaine-merlot-fr1020.html,france,https://www.vivino.com/FR/en/wines/3050793,3.5,Bellefontaine Merlot 0,—,france,vin-de-pays-doc,723,95,less than 10 USD,100
2,7.05,Bellefontaine Malbec,https://www.i-d-s.com/dubai/bellefontaine-malbec-fr1021.html,france,https://www.vivino.com/FR/en/wines/152243858,3.6,Bellefontaine Malbec 0,—,france,haute-vallee-de-laude,180,95,less than 10 USD,100
3,10.15,Pablo y Walter Malbec,https://www.i-d-s.com/dubai/pablo-y-walter-malbec-ag1011.html,argentina,https://www.vivino.com/FR/en/wines/2281126,3.7,Pablo Y Walter Malbec 0,—,argentina,mendoza,2077,95,less than 20 USD,100
4,7.55,Argento Pinot Grigio,https://www.i-d-s.com/dubai/argento-pinot-grigio-ag1001.html,argentina,https://www.vivino.com/FR/en/wines/4349107,3.5,Argento Pinot Grigio 0,—,argentina,mendoza,3840,95,less than 10 USD,100
5,7.35,Argento Chardonnay,https://www.i-d-s.com/dubai/argento-chardonnay-ag1002.html,argentina,https://www.vivino.com/FR/en/wines/4023819,3.3,Argento Chardonnay 0,—,argentina,mendoza,2489,95,less than 10 USD,100
6,16.6,Little Ripples Shiraz,https://www.i-d-s.com/dubai/little-ripples-shiraz-au4078.html,australia,https://www.vivino.com/FR/en/wines/167541104,0,Little Ripples Shiraz 0,—,australia,adelaide-hills,-,95,less than 20 USD,100
7,14.95,Little Ripples Rosé,https://www.i-d-s.com/dubai/little-ripples-ros-au4081.html,australia,https://www.vivino.com/FR/en/wines/169906689,0,Little Ripples Rosé 0,—,australia,hilltops,-,95,less than 20 USD,100
8,7.8,Soldiers Block Malbec,https://www.i-d-s.com/dubai/soldiers-block-malbec-au1104.html,australia,https://www.vivino.com/FR/en/wines/147166445,3.6,Soldiers Block Malbec 0,—,australia,western-australia,209,95,less than 10 USD,100
9,21.65,Peter Lehmann `The Barossan' Grenache,https://www.i-d-s.com/dubai/peter-lehmann-the-barossan-grenache-au4034.html,australia,https://www.vivino.com/FR/en/wines/159296338,3.8,Peter Lehmann THE Barossan Grenache 0,—,australia,barossa-valley,425,95,less than 30 USD,100
10,8.15,Yellow Tail Shiraz,https://www.i-d-s.com/dubai/yellow-tail-shiraz-au1033.html,australia,https://www.vivino.com/FR/en/wines/1469729,3.5,Yellow Tail Shiraz 0,—,australia,south-eastern,52611,95,less than 10 USD,100
11,8.15,Yellow Tail Merlot,https://www.i-d-s.com/dubai/yellow-tail-merlot-au1034.html,australia,https://www.vivino.com/FR/en/wines/1506348,3.3,Yellow Tail Merlot 0,—,australia,south-eastern,15778,95,less than 10 USD,100
0,6.35,Wolf Blass Eagle Hawk Merlot,https://www.i-d-s.com/dubai/wolf-blass-eagle-hawk-merlot-au1041.html,australia,https://www.vivino.com/FR/en/wines/1865217,3.4,Wolf Blass Eaglehawk Merlot 0,8.55,australia,south-eastern,2306,95,less than 10 USD,100
1,8.15,Jacob's Creek Classic Shiraz Cabernet,https://www.i-d-s.com/dubai/jacob-s-creek-classic-shiraz-cabernet-au1044.html,australia,https://www.vivino.com/FR/en/wines/1525510,3.4,Jacob's Creek Classic Shiraz - Cabernet 0,—,australia,south-eastern,27348,95,less than 10 USD,100
2,52.85,Parker Coonawarra Estate 'First Growth',https://www.i-d-s.com/dubai/parker-coonawarra-estate-first-growth-au1048.html,australia,https://www.vivino.com/FR/en/wines/2323641,4.2,Parker Coonawarra Estate First Growth 0,—,australia,coonawarra,1343,95,less than 60 USD,100
3,87.15,Ata Rangi Pinot Noir,https://www.i-d-s.com/dubai/ata-rangi-pinot-noir-nz4018.html,new_zealand,https://www.vivino.com/FR/en/wines/2285900,4.1,Ata Rangi Pinot Noir 0,—,new-zealand,martinborough,5588,95,less than 90 USD,100
4,13.15,Oyster Bay Chardonnay,https://www.i-d-s.com/dubai/oyster-bay-chardonnay-nz1004.html,new_zealand,https://www.vivino.com/FR/en/wines/2017312,3.6,Oyster Bay Chardonnay 0,—,new-zealand,marlborough,7599,95,less than 20 USD,100
5,16.2,Tinpot Hut Pinot Gris,https://www.i-d-s.com/dubai/tinpot-hut-pinot-gris-nz4002.html,new_zealand,https://www.vivino.com/FR/en/wines/3883243,3.7,Tinpot Hut Pinot Gris 0,—,new-zealand,marlborough,169,95,less than 20 USD,100
6,19.75,Tinpot Hut `McKee Vineyard` Grüner Veltliner,https://www.i-d-s.com/dubai/tinpot-hut-mckee-vineyard-gr-ner-veltliner-nz4004.html,new_zealand,https://www.vivino.com/FR/en/wines/4985160,3.7,Tinpot Hut McKee Vineyard Grüner Veltliner 0,—,new-zealand,marlborough,144,95,less than 20 USD,100
7,28.2,Greywacke Pinot Gris,https://www.i-d-s.com/dubai/greywacke-pinot-gris-nz4009.html,new_zealand,https://www.vivino.com/FR/en/wines/4586076,3.9,Greywacke Pinot Gris 0,28.08,new-zealand,marlborough,1152,95,less than 30 USD,100
8,22.85,Tinpot Hut Pinot Noir,https://www.i-d-s.com/dubai/tinpot-hut-pinot-noir-nz4014.html,new_zealand,https://www.vivino.com/FR/en/wines/4644550,3.6,Tinpot Hut Pinot Noir 0,—,new-zealand,marlborough,719,95,less than 30 USD,100
9,12.35,Line 39 Pinot Noir,https://www.i-d-s.com/dubai/line-39-pinot-noir-us1067.html,usa,https://www.vivino.com/FR/en/wines/5195996,3.6,Line 39 Pinot Noir 0,—,united-states,california,13172,95,less than 20 USD,100
10,10.95,Leaping Horse Merlot,https://www.i-d-s.com/dubai/leaping-horse-merlot-us1094.html,usa,https://www.vivino.com/FR/en/wines/4580514,3.5,Leaping Horse Merlot 0,—,united-states,california,1369,95,less than 20 USD,100
11,11.65,Obsession Red Blend,https://www.i-d-s.com/dubai/obsession-red-blend-us1092.html,usa,https://www.vivino.com/FR/en/wines/174530713,0,Obsession Red Blend 0,—,united-states,california,-,95,less than 20 USD,100
0,4.95,Barefoot Chardonnay,https://www.i-d-s.com/dubai/barefoot-chardonnay-us2207.html,usa,https://www.vivino.com/FR/en/wines/1518257,3.3,Barefoot Chardonnay 0,—,united-states,california,8869,95,less than 10 USD,100
1,8.1,Barefoot Pinot Noir,https://www.i-d-s.com/dubai/barefoot-pinot-noir-us2232.html,usa,https://www.vivino.com/FR/en/wines/2232841,3.2,Barefoot Pinot Noir 0,—,united-states,california,9454,95,less than 10 USD,100
2,8.1,Barefoot Sweet Red,https://www.i-d-s.com/dubai/barefoot-sweet-red-us2222.html,usa,https://www.vivino.com/FR/en/wines/1469960,3.5,Barefoot Sweet Red 0,—,united-states,california,5497,95,less than 10 USD,100
3,12.35,Line 39 Petite Sirah,https://www.i-d-s.com/dubai/line-39-petite-sirah-us1071.html,usa,https://www.vivino.com/FR/en/wines/3469506,3.6,Line 39 Petite Sirah 0,—,united-states,california,2747,95,less than 20 USD,100
4,40.55,Stag's Leap Wine Cellars 'Karia' Chardonnay,https://www.i-d-s.com/dubai/stag-s-leap-wine-cellars-karia-chardonnay-us1000.html,usa,https://www.vivino.com/FR/en/wines/1962639,4.1,Stag's Leap Wine Cellars KARIA Chardonnay 0,45.83,united-states,napa-valley,12686,95,less than 50 USD,100
5,9.3,Dark Horse Zinfandel,https://www.i-d-s.com/dubai/dark-horse-zinfandel-us1023.html,usa,https://www.vivino.com/FR/en/wines/146702112,3.5,Dark Horse Zinfandel 0,—,united-states,california,4505,95,less than 10 USD,100
6,14.25,Martini Asti Spumante,https://www.i-d-s.com/dubai/martini-asti-spumante-sw1012.html,italy,https://www.vivino.com/FR/en/wines/168085455,3.7,Martini Asti Spumante 0,—,italy,asti,26,95,less than 20 USD,100
7,47.15,"Grattamacco, Bolgheri Rosso",https://www.i-d-s.com/dubai/grattamacco-bolgheri-rosso-it1072.html,italy,https://www.vivino.com/FR/en/wines/3940643,3.9,Grattamacco Bolgheri Rosso 0,26.88,italy,bolgheri,12145,95,less than 50 USD,100
8,11.6,Corte Giara Bardolino,https://www.i-d-s.com/dubai/corte-giara-bardolino-it4152.html,italy,https://www.vivino.com/FR/en/wines/4719350,3.5,Corte Giara Bardolino 0,—,italy,bardolino,1125,95,less than 20 USD,100
9,96.95,Allegrini Amarone della Valpolicella Classico DOCG,https://www.i-d-s.com/dubai/allegrini-amarone-della-valpolicella-classico-docg-it1048.html,italy,https://www.vivino.com/FR/en/wines/1723424,4.3,Allegrini Amarone della Valpolicella Classico 0,68.77,italy,amarone-della-valpolicella-classico,28206,95,less than 100 USD,100
10,44.05,Ossian Viñas Viejas Vedejo,https://www.i-d-s.com/dubai/ossian-vi-as-viejas-vedejo-sp4061.html,spain,https://www.vivino.com/FR/en/wines/156349542,4.2,Ossian Viñas Viejas Verdejo 0,—,spain,castilla-and-leon,9000,95,less than 50 USD,100
11,17.25,Campo Viejo Reserva,https://www.i-d-s.com/dubai/campo-viejo-reserva-sp1020.html,spain,https://www.vivino.com/FR/en/wines/1580052,3.8,Campo Viejo Reserva 0,—,spain,rioja,76848,95,less than 20 USD,100
0,24.35,Trius Sauvignon Blanc,https://www.i-d-s.com/dubai/trius-sauvignon-blanc-ca1000.html,rest-of-the-world,https://www.vivino.com/FR/en/wines/1563858,3.7,Trius Sauvignon Blanc 0,—,canada,niagara-peninsula,1083,95,less than 30 USD,100
1,45.4,"Gervais Gobillard Brut, Champagne",https://www.i-d-s.com/dubai/gervais-gobillard-brut-champagne-cp1025.html,france,https://www.vivino.com/FR/en/wines/170153872,4,Gervais Gobillard Brut Champagne 0,—,france,champagne,47,96,less than 50 USD,100
2,29.95,Catena Alta Chardonnay,https://www.i-d-s.com/dubai/catena-alta-chardonnay-ag4030.html,argentina,https://www.vivino.com/FR/en/wines/1489764,4.1,Catena Alta Chardonnay 0,27.49,argentina,mendoza,13633,96,less than 30 USD,100
3,7.7,Argento Sauvignon Blanc,https://www.i-d-s.com/dubai/argento-sauvignon-blanc-ag1000.html,argentina,https://www.vivino.com/FR/en/wines/4817250,3.3,Argento Sauvignon Blanc 0,—,argentina,mendoza,613,96,less than 10 USD,100
4,15,Little Ripples Chardonnay,https://www.i-d-s.com/dubai/little-ripples-chardonnay-au4080.html,australia,https://www.vivino.com/FR/en/wines/163817904,0,Little Ripples Chardonnay 0,—,australia,tumbarumba,-,96,less than 20 USD,100
5,18.7,Keith Tulloch Chardonnay,https://www.i-d-s.com/dubai/keith-tulloch-chardonnay-au1102.html,australia,https://www.vivino.com/FR/en/wines/4872114,3.9,Keith Tulloch Chardonnay 0,—,australia,hunter-valley,211,96,less than 20 USD,100
6,28.65,St Hallett Blackwell Shiraz,https://www.i-d-s.com/dubai/st-hallett-blackwell-shiraz-au1090.html,australia,https://www.vivino.com/FR/en/wines/2478362,4.1,St Hallett Blackwell Shiraz 0,—,australia,barossa,4342,96,less than 30 USD,100
7,17.4,St Hallett Faith Shiraz,https://www.i-d-s.com/dubai/st-hallett-faith-shiraz-au1089.html,australia,https://www.vivino.com/FR/en/wines/2013173,3.7,St Hallett Faith Shiraz 0,—,australia,barossa,6475,96,less than 20 USD,100
8,9.75,Xanadu Circa 77 Cabernet. Sauvignon,https://www.i-d-s.com/dubai/xanadu-circa-77-cabernet-sauvignon-au1095.html,australia,https://www.vivino.com/FR/en/wines/172045113,3.8,Xanadu Circa 77 Cabernet Sauvignon 0,—,australia,margaret-river,56,96,less than 10 USD,100
9,9.75,Xanadu Circa 77 Chardonnay,https://www.i-d-s.com/dubai/xanadu-circa-77-chardonnay-au1094.html,australia,https://www.vivino.com/FR/en/wines/170104645,3.8,Xanadu Circa 77 Chardonnay 0,—,australia,margaret-river,86,96,less than 10 USD,100
10,4.8,Yellow Tail Jammy Red Roo,https://www.i-d-s.com/dubai/yellow-tail-jammy-red-roo-au1078.html,australia,https://www.vivino.com/FR/en/wines/141428072,3.7,Yellow Tail Jammy Red Roo 0,—,australia,south-eastern,7115,96,less than 10 USD,100
11,68.85,Dawson James Chardonnay,https://www.i-d-s.com/dubai/dawson-james-chardonnay-au4069.html,australia,https://www.vivino.com/FR/en/wines/5020073,4.2,Dawson James Chardonnay 0,—,australia,tasmania,215,96,less than 70 USD,100
0,14.45,Dandelion Vineyards `Lionheart of the Barossa` Shiraz,https://www.i-d-s.com/dubai/dandelion-vineyards-lionheart-of-the-barossa-shiraz-au3006.html,australia,https://www.vivino.com/FR/en/wines/1478615,3.9,Dandelion Vineyards Lionheart of the Barossa Shiraz 0,—,australia,barossa-valley,12704,96,less than 20 USD,100
1,86.8,Dawson James Pinot Noir,https://www.i-d-s.com/dubai/dawson-james-pinot-noir-au4070.html,australia,https://www.vivino.com/FR/en/wines/5020075,4.2,Dawson James Pinot Noir 0,—,australia,tasmania,345,96,less than 90 USD,100
2,8.15,Yellow Tail Chardonnay,https://www.i-d-s.com/dubai/yellow-tail-chardonnay-au1019.html,australia,https://www.vivino.com/FR/en/wines/1493807,3.3,Yellow Tail Chardonnay 0,—,australia,south-eastern,15211,96,less than 10 USD,100
3,8.15,Yellow Tail Pinot Grigio,https://www.i-d-s.com/dubai/yellow-tail-pinot-grigio-au1018.html,australia,https://www.vivino.com/FR/en/wines/3668350,3.5,Yellow Tail Pinot Grigio 0,—,australia,south-eastern,5498,96,less than 10 USD,100
4,9.35,Mount Langhi Ghiran Billi Billi Shiraz,https://www.i-d-s.com/dubai/mount-langhi-ghiran-billi-billi-shiraz-au1022.html,australia,https://www.vivino.com/FR/en/wines/1472566,3.6,Mount Langi Ghiran Billi Billi Shiraz 0,—,australia,grampians,4131,96,less than 10 USD,100
